,id,created,deadline,title,issues,type,count,body,url
81,2461511,2017-01-24 17:21:20,2017-02-23 17:21:20,"Keep the US open to refugees from Syria, Iraq, Yemen, Somalia, Iran and Libya","Foreign Policy, Immigration, Veterans & Military",Change an existing Administration policy,241,"Do not deny refuge to people fleeing Syria, Iraq, Yemen, Somalia, Iran and Libya.  Denying refuge to people fleeing violence is a violation of fundamental American values. Denying refuge to people who have risked their lives to help the US military, as many people now seeking to escape some of these countries have done, is a betrayal of those who have sacrificed to protect America.  Such bans do not keep us safe. We already have an exhaustive vetting process, and most domestic terrorism is carried out by right-wing extremists born in this country.You have said that you will listen to the American people. Listen to this. You have been invoked as a champion of Christianity. Do not violate the commandment to care for the least of these.",https://petitions.whitehouse.gov/petition/keep-us-open-refugees-syria-iraq-yemen-somalia-iran-and-libya
82,2434941,2017-01-20 11:00:11,2017-02-19 11:00:11,Allow Adoptees Access to their Original Birth Certificates,"Civil Rights & Equality, Government & Regulatory Reform, Health Care",Call on Congress to act on an issue,267,"Every child born in this country and every American citizen has a right to their medical history and any documentation that the government maintains in their own name.  These basic human rights are denied to adopted children.  While many states are allowing some adoptees access to their original birth certificates under special circumstances, many laws exist allowing for the adopted person's information to be redacted.  There is no reason for this discrimination.  Please allow adoptees to request and obtain their original birth certificates in full as all other Americans have access to do the same.",https://petitions.whitehouse.gov/petition/allow-adoptees-access-their-original-birth-certificates
83,2467066,2017-01-25 14:50:02,2017-02-24 14:50:02,AMNESTY TO CUBANS STUCK IN TRANSIT THAT LEFT CUBAN PRIOR TO JANUARY 12TH AND ARE IN LIMBO IN MEXICO,"Civil Rights & Equality, Foreign Policy, Immigration",Call on Congress to act on an issue,17403,"We are asking that while we are aware that things cannot continue ""status quo""  we can't turn our backs on the safety of the Cubans in Nuevo Laredo.  We request that the Senators and President Trump enact an order that will provide amnesty to Cubans who have a passport stamped leaving Cuba prior to January 12 and are in transit to USA.  Cubans under this amnesty will be processed through all the legal immigration laws that are required in the USA.  This will also send a message that if you are thinking about starting the trip we have a process that you have to do that it is no longer ""status quo"".  Please assist us in any way possible please.  As of 01/25/2017 the number at Nuevo Laredo Mexico waitin to cross is at 900.",https://petitions.whitehouse.gov/petition/amnesty-cubans-stuck-transit-left-cuban-prior-january-12th-and-are-limbo-mexico
84,2441186,2017-01-21 04:25:43,2017-02-20 04:25:43,Establish a panel of scientists to advise the President on issues related to climate change.,Energy & Environment,Change an existing Administration policy,246,"The potential dangers of man-made climate change are too serious to ignore. Although those of us over the age of 60 are unlikely to suffer any serious effects, the possible effects on our children and our children's children are  severe.We call on the government to establish a blue-ribbon panel composed of members of the National Academy of Sciences to advise the President and senior administration officials on issues related to climate change. These include the  likely effects of climate change if no effort is made to mitigate it and the costs and benefits of different approaches to mitigation.",https://petitions.whitehouse.gov/petition/establish-panel-scientists-advise-president-issues-related-climate-change
85,2460911,2017-01-24 15:44:13,2017-02-23 15:44:13,Remove the gag order on Federal Agency public interfacing and allow the agencies to communicate freely with the public.,"Energy & Environment, Government & Regulatory Reform",Change an existing Administration policy,227,"The administration recently placed gag orders on the Park Service, EPA, and USDA. Sign this petition to ask the administration to remove these gag orders.",https://petitions.whitehouse.gov/petition/remove-gag-order-federal-agency-public-interfacing-and-allow-agencies-communicate-freely-public
86,2468051,2017-01-25 19:10:42,2017-02-24 19:10:42,Repeal the new 2016-2017 unconstitutional gun bans in California and restore the people's 2A rights.,"Civil Rights & Equality, Criminal Justice Reform, Government & Regulatory Reform",Call on Congress to act on an issue,7640,The law abiding citizens of California are being systematically stripped of their second amendment rights by The Democratic majority pushing their agenda to rid the state of guns in a way that is biased and one-sided.,https://petitions.whitehouse.gov/petition/repeal-new-2016-2017-unconstitutional-gun-bans-california-and-restore-peoples-2a-rights
87,2463031,2017-01-24 21:22:17,2017-02-23 21:22:17,Repeal Executive Orders Reviving Construction on Dakota Access and Keystone XL Pipelines,"Economy & Jobs, Energy & Environment, Transportation & Infrastructure",Change an existing Administration policy,260,"President Trump has signed into law the Revival of construction on the Dakota Access Pipeline and Keystone Pipeline. Additional legislation expedites the environmental permitting process for infrastructure projects related to the pipelines. We the people believe the actions reviving the pipelines should be repealed for these reasons:1. Our national energy dependency on fossil fuels contributes to climate change and is unsustainable for future generations. 2. The construction of the DAPL pipeline trespasses on the sovereign land of the Standing Rock Sioux Reservation.3. The $100,000 fundraising effort by Kelcy Warren, Energy Transfer Partners CEO,  to the Republican Party on behalf of President Trump's campaign in 2016 is a conflict of interest.",https://petitions.whitehouse.gov/petition/repeal-executive-orders-reviving-construction-dakota-access-and-keystone-xl-pipelines
88,2467956,2017-01-25 18:34:46,2017-02-24 18:34:46,Stop the Dakota Access Pipeline,"Energy & Environment, Health Care, Technology & Innovation",Call on Congress to act on an issue,539,"The Dakota Access Pipeline (also known as the Bakken Oil Pipeline) will contaminate the water supply of thousands. The Pipeline would carry crude oil through farmlands, natural areas, towns, and tribal lands. We ask that construction of the Pipeline be stopped once and for all.",https://petitions.whitehouse.gov/petition/stop-dakota-access-pipeline-2
89,2468821,2017-01-26 01:24:20,2017-02-25 01:24:20,AMNESTY TO CUBANS IN CENTRAL AMERICA WHO LEFT CUBA BEFORE JANUARY 12 2017 WHEN THE WET FOOT DRY FOOT POLICY WAS REPEALED,"Civil Rights & Equality, Homeland Security & Defense, Immigration",Take or explain a position on an issue or policy,598,"We are asking that while we are aware that things cannot continue &quot;status quo&quot; we can't turn our backs on the safety of the Cubans in Central America. We request that the Senators and President Trump enact an order that will provide amnesty to Cubans who have a passport stamped leaving Cuba prior to January 12, 2017 and they were in transit to USA when the &quot;Wet foot, Dry foot&quot; Policy was repealed. Cubans under this amnesty will be processed through all the legal immigration laws that are required in the USA. This will also send a message that if any Cuban citizen are thinking about starting the trip USA have a process that you have to do that it is no longer &quot;status quo&quot;. Please assist Cubans in Central America  who are going through a humanitarian crisis",https://petitions.whitehouse.gov/petition/amnesty-cubans-central-america-who-left-cuba-january-12-2017-when-wet-foot-dry-foot-policy-was-repealed
90,2451521,2017-01-22 21:54:00,2017-02-21 21:54:00,Do not impose a 100% tariff on motorcycles 50 cc to 500 cc as part of the beef trade dispute with Europe.,"Economy & Jobs, Foreign Policy, Transportation & Infrastructure",Take or explain a position on an issue or policy,320,"Motorcycles have nothing to do with beef. There is no reason to include them in the list of 85 proposed  items which consists entirely of food items. Small to medium motorcycles are the lifeblood of motorsports in the United States. Thousands of spectators enjoy Supercross, Motocross and Enduro competitions, not counting the millions who watch on broadcast television and cable, and thousands who enjoy the sport themselves including children. In addition to dirt bikes, this includes smaller street and race bikes, scooters and mopeds. Many new motorcyclists get started on smaller motorcycles. It is a healthy outlet for the energy of our younger generation. This will also put out of business many small dealerships in the United States who sell 50 cc to 500 cc motorcycles imported from Europe.",https://petitions.whitehouse.gov/petition/do-not-impose-100-tariff-motorcycles-50-cc-500-cc-part-beef-trade-dispute-europe
91,2470771,2017-01-26 12:59:53,2017-02-25 12:59:53,California gun laws are UNCONSTITUTIONAL.,"Civil Rights & Equality, Government & Regulatory Reform, Homeland Security & Defense",Call on Congress to act on an issue,2784,"A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed. Clearly the state of California does NOT know this meaning. We are being infringed upon like no other. California politicians speak blasphemy about a topic they know nothing of and pass laws that only hurt the law abiding citizen. We compromise a little everytime and it seems to not be enough for these tyrants since they clearly DO NOT obey the LAW of the land, the United States Constitution.",https://petitions.whitehouse.gov/petition/california-gun-laws-are-unconstitutional
92,2462201,2017-01-24 19:09:16,2017-02-23 19:09:16,Fulfill you campaign promise to repeal DACA (Deferred Action for Childhood Arrivals),Immigration,Change an existing Administration policy,244,"Throughout the presidential election campaign, then candidate Donald Trump repeatedly promised to, immediately upon taking the oath of office, repeal President Barrack Obama's executive amnesty for illegal immigrants who arrived in the US as children. Now that he is president, we the people call on Mr. Trump to fulfill his promise and make it clear that anyone who comes here illegally has committed a crime for which they will not be rewarded with citizenship.",https://petitions.whitehouse.gov/petition/fulfill-you-campaign-promise-repeal-daca-deferred-action-childhood-arrivals
93,2464656,2017-01-25 07:53:01,2017-02-24 07:53:01,"Repeal the gag bans on the EPA, FDA, USDA, NASA, National Parks Service, and all other public government offices.","Energy & Environment, Government & Regulatory Reform, Health Care",Change an existing Administration policy,258,"Since Trump's inauguration, his administration has placed gag bans and lockdowns on several scientific and environmental agencies such as the EPA, FDA, USDA, the National Parks Service and several other organizations from Cabinet-level on down. This is unacceptable. These organizations all work towards our safety: climate change, environment, medicine, food etc. There is no valid reason for these gag orders but to control the flow of information to the public which funds them. These are purely political moves for political gain since this is the most business-loving administration in US history.  xWhen you tear out a man's tongue, you are not proving him a liar, you're only telling the world that you fear what he might say.x George R.R. Martin, A Clash of Kings",https://petitions.whitehouse.gov/petition/repeal-gag-bans-epa-fda-usda-nasa-national-parks-service-and-all-other-public-government-offices
94,2471761,2017-01-26 17:58:15,2017-02-25 17:58:15,Remove Steve Bannon from the People's White House,Government & Regulatory Reform,Change an existing Administration policy,716,Steve Bannon does not represent the values of the people of this Country and must be removed from his position immediately.,https://petitions.whitehouse.gov/petition/remove-steve-bannon-peoples-white-house
95,2471371,2017-01-26 16:11:21,2017-02-25 16:11:21,Full Disclosure Now! - Reveal and declassify 100 year old classified Tesla Patents for free energy motors.,"Economy & Jobs, Energy & Environment, Innovation: Arts & Technology",Call on Congress to act on an issue,649,"End Americas Oil dependence now! For the past 100 years the economy has been driven by oil. Declassifying Nikola Teslas work will lead to a clean and profitable alternative putting America at the forefront of energy technology. The American people deserve to research Free and Clean Energy to end the hold of Oil Dependence leading to discoveries that do not depend on finite resources. It would change the face of nation into becoming the world leader in innovation and technology propelling us into a new Era. Operation Paperclip has siphoned Trillions if not quadrillions of dollars into secret access defense contract programs. The American People must know the truth about where their missing 2.3 Trillion+ Tax dollars are going, and the Military Industrial Complex. It is time for America First",https://petitions.whitehouse.gov/petition/full-disclosure-now-reveal-and-declassify-100-year-old-classified-tesla-patents-free-energy-motors
96,2463996,2017-01-25 05:31:10,2017-02-24 05:31:10,End the media blackout  on the Environmental Protection Agency (EPA).,"Energy & Environment, Government & Regulatory Reform",Change an existing Administration policy,209,"We need transparency in our government.  We need the EPA to do it's job to protect us from pollution and to protect the environment for our children and grandchildren. The job of the EPA is to protect the people, not corporations. We need to know if the current administration is stopping the EPA from doing it's job.  The media blackout is designed to keep us from knowing.",https://petitions.whitehouse.gov/petition/end-media-blackout-environmental-protection-agency-epa
97,2473371,2017-01-27 08:31:11,2017-02-26 08:31:11,Help families combat the addiction epidemic.,Criminal Justice Reform,Call on Congress to act on an issue,262,"There is an epidemic of addiction sweeping the United States and we need every tool available to save our kids. A powerful tool is Caseyxs Law. The law, recently passed in Kentucky and Ohio, allows families to petition the court to get treatment for a loved one who has refused to get help on their own. Addicts often refuse help, spiraling out of control until it is too late. That is what happened to Charlotte Wethingtonxs son, Casey. He died of a heroin overdose. Charlotte felt had she been able to get Casey court ordered treatment, hexd still be here. She is fighting to get Caseyxs Law passed at the federal level. In the meantime, people across the country are trying to get Caseyxs Law passed state-by-state.",https://petitions.whitehouse.gov/petition/help-families-combat-addiction-epidemic
98,2446556,2017-01-21 23:35:16,2017-02-20 23:35:16,Don't repeal the Affordable Care Act without replacement,Health Care,Take or explain a position on an issue or policy,225,"The lack of an immediate and concrete plan for replacement of the ACA will cause insurance markets to destabilize, premiums to increase, and millions of working families to lose coverage. A repeal will also increase taxes on the middle class and roll back consumer protections. Before we take away health care coverage from millions of people, President Trump needs to show us a plan that helps ALL Americans. It's too dangerous to play politics when the lives of Americans are at stake.",https://petitions.whitehouse.gov/petition/dont-repeal-affordable-care-act-without-replacement
99,2471051,2017-01-26 14:27:04,2017-02-25 14:27:04,We the People want to see Constitutional Carry in America,"Government & Regulatory Reform, Homeland Security & Defense, Veterans & Military",Propose a new Administration policy,467,"We the People want to see Constitutional Carry,  to remove regulations on our God given 2nd amendment rights and provide protection against threats to our selves, family and national security. What ever happened to SHALL NOT BE INFRINGED",https://petitions.whitehouse.gov/petition/we-people-want-see-constitutional-carry-america
