,id,created,deadline,title,issues,type,count,body,url
43,2453326,2017-01-23 08:46:27,2017-02-22 08:46:27,"Require County of San Bernardino to Approve/Pay for Medical Care for Survivors of the December 2, 2015, Terrorist Attack","Civil Rights & Equality, Government & Regulatory Reform, Health Care",Take or explain a position on an issue or policy,1427,"The County of San Bernardino has delayed/denied medical treatment, physical therapy, antibiotics, medications, and mental health care to survivors of the Dec. 2, 2015, terrorist attack. Because injuries are work-related, private insurance refuses to cover treatment and survivors are required to go through the Countyxs self-administered workers comp, and utilization review (UR). The State of California stated that treatments can be approved by the County instead of UR. But the County insists on using UR and continues to delay/deny care. See www.sbsurvivors.comWe request the President to issue an executive order making it illegal for the County of San Bernardino to use UR for survivors AND mandating the County to approve, retroactively and in the future, ALL treatment for Dec. 2 survivors.",https://petitions.whitehouse.gov/petition/require-county-san-bernardino-approvepay-medical-care-survivors-december-2-2015-terrorist-attack
44,2436201,2017-01-20 13:20:35,2017-02-19 13:20:35,STOP ALL PTC CREDITS AND BAN ALL WIND FARMS IMMEDIATELY,Energy & Environment,Propose a new Administration policy,372,IT IS DESTROYING OUR LIVES THE NOISE THE KILLING OF WILDLIFE AND TAKING AWAY OUR NORMAL WAY OF LIVING,https://petitions.whitehouse.gov/petition/stop-all-ptc-credits-and-ban-all-wind-farms-immediately
45,2453771,2017-01-23 10:13:14,2017-02-22 10:13:14,Donald Trump: Rescind the Global Gag Rule,"Budget & Taxes, Foreign Policy, Health Care",Change an existing Administration policy,340,"When instated in the past, the Global Gag Rule ended the lives of 3,000 women a year in Nigeria alone.Family Planning clinics across the world will be forced to shut down and stop providing valuable services that prevent pregnancy, prevent other diseases, and save lives if they dare to talk about safe abortion. More people around the world will die as a result of unsafe abortion if this rule remains instated.",https://petitions.whitehouse.gov/petition/donald-trump-rescind-global-gag-rule
46,2438261,2017-01-20 16:44:07,2017-02-19 16:44:07,"Petition To Reverse or Abolish the FDA's ""Deeming"" Regulation Pertaining to Cigar and Pipe Tobacco Related Products","Economy & Jobs, Government & Regulatory Reform",Take or explain a position on an issue or policy,1258,"This petition asks the White House to review the recent FDA &quot;Deeming&quot; regulation that effectively threatens to restrict adult indulgence in cigar and pipe tobacco and related products. The FDA regulation both restricts and obstructs the free choice and action of adults as well as threatens the viability and continuance of small businesses, manufacturers, and retailers of traditional tobacco products with serious consequences to thousands of related jobs.As American adults, we have made the choice to enjoy tobacco products.  Whether we choose to buy a cigar, pipe tobacco, or an e-cigarette, our collective choice has allowed us to patronize and support local businesses.",https://petitions.whitehouse.gov/petition/petition-reverse-or-abolish-fdas-deeming-regulation-pertaining-cigar-and-pipe-tobacco-related-products
47,2456991,2017-01-23 22:20:43,2017-02-22 22:20:43,Req. Agriculture to Publish Final Rule -- Horse Protection; Licensing of Designated Qualified Persons &amp; Other Amendments,Government & Regulatory Reform,Take or explain a position on an issue or policy,1381,On January 13th USDA / APHIS notified the public of their intent to publish this widely-supported final rule to halt the inhumane treatment of Racking and Tennessee Walking Horses. The rule was withdrawn as a result of an Executive Order directing a temporary halt to all regulatory development pending review and approval by the new Administration. We the People urge the incoming Secretary of Agriculture to expeditiously review and approve this final rule for publication in the Federal Register. Thank you in advance for ensuring the protection of our horses and the preservation of the original purpose of these American heritage breeds.,https://petitions.whitehouse.gov/petition/req-agriculture-publish-final-rule-horse-protection-licensing-designated-qualified-persons-other-amendments
48,2453641,2017-01-23 09:46:30,2017-02-22 09:46:30,Charge singer Madonna with a Class E felony under 18 U.S. Code § 871 for threatening the life of  President Trump,"Civil Rights & Equality, Criminal Justice Reform, Homeland Security & Defense",Take or explain a position on an issue or policy,3496,"On Saturday, 21 January 2017, singer Madonna aka Madonna Louise Ciccone, took to the stage at the Women's protest march in Washington D.C. and stated that she has ""thought an awful lot about blowing up the White House."" These comments are in violation of U.S. Code Title 18, § 871, were deliberate, globally distributed via online and broadcast media, and pose an immediate and enduring threat to the President of the United States. The trend of celebrities and cultural elites to function under a double standard of rule of law must stop. These actions cannot be excused simply because of a person's status within pop-culture. Accountability to U.S. rule of law must be restored, regardless of economic or cultural privilege. We are advocating this on behalf of The American Brand, 501c4.",https://petitions.whitehouse.gov/petition/charge-singer-madonna-class-e-felony-under-18-us-code-ss-871-threatening-life-president-trump
49,2448456,2017-01-22 11:03:30,2017-02-21 11:03:30,"Reform Child Welfare-Foster Care and Family Courts
STOP Title IV D &amp; E Funding and Adoption Incentives","Civil Rights & Equality, Government & Regulatory Reform",Take or explain a position on an issue or policy,684,"Children are being taken from good homes and placed in the overloaded foster care system without justification, court orders or warrants.  The agencies have complete power to keep children for 15 months and then adopt them out for incentives.  Parents are forced to do service plans, classes, and tests that often don't relate to their case.  Title IV D and E funding has allowed government agencies to create a kids for cash scam that is destroying children and families across the United States.  These agencies have no oversight.  Caseworkers make false allegations because they have immunity and are encouraged to lie to get more children in the system.  The children are then drugged and often placed in abusive homes where death has occurred.  Funding should go to keeping families together.",https://petitions.whitehouse.gov/petition/reform-child-welfare-foster-care-and-family-courts-stop-title-iv-d-e-funding-and-adoption-incentives
50,2451411,2017-01-22 21:11:24,2017-02-21 21:11:24,Commit to following the Paris Agreement,Energy & Environment,Change an existing Administration policy,385,"Human-caused climate change is one of the biggest issues facing the world today. The Paris Agreement was one of the biggest advances in global climate policy ever completed. As both a global policy leader and as one of the biggest contributors to global climate change, it is of world-wide importance that the United States lead through action and continue to uphold the Paris Agreement as went into effect in 2016. Donald Trump has advocated that the United States withdraw from the Paris Agreement. Doing so would undermine the agreement, putting American interests at home and abroad at risk. Doing so would also undermine the United State's position as a global leader. This petition requests that Donald Trump change his policy and recommit to the Paris Agreement.",https://petitions.whitehouse.gov/petition/commit-following-paris-agreement-0
51,2454556,2017-01-23 12:44:04,2017-02-22 12:44:04,Open a new investigation into the events of 911 and incorporate the forensic evidence offered by ae911truth.org.,"Criminal Justice Reform, Homeland Security & Defense, Veterans & Military",Call on Congress to act on an issue,946,"This petition being accepted by the Trump administration is a necessary component to draining the swamp and establishing an honest and ethical government and press. The people who are responsible for the events of 911 did not perish in the plane crashes. Quite the contrary, they are still alive and many of them occupy positions of extreme power and influence right here in the US. Their collective power and ability to influence the main stream media (aka fake news) has created a situation whereby only the official 911 narrative is presented in the msm although many inconsistencies and omissions of truth and fact exist. There are many independent investigators that have spent countless hours researching this subject and it is time that they are heard. Please join us in this petition.",https://petitions.whitehouse.gov/petition/open-new-investigation-events-911-and-incorporate-forensic-evidence-offered-ae911truthorg
52,2448266,2017-01-22 10:25:19,2017-02-21 10:25:19,"Kids need BOTH Parents,  modify the child support provisions of Social Security Act to support this.","Budget & Taxes, Civil Rights & Equality, Government & Regulatory Reform",Take or explain a position on an issue or policy,314,"As currently written Title IVd of SSA provides financial incentives to the states to remove a parent from their child by labeling them a non (custodial) parent.  It does NOT provide any incentive for parents to get, or stay, married and outside of married for a shared parenting arrangement.  Nor is there any incentive for access enforcement for a parent denied access to their child.  Studies have shown couples with shared parenting pay child support on time and in full in over 90% of cases and children fare better emotionally with the active involvement of both parents.  State child support agencies are calling on policy makers to recognize shared parenting arrangements as that has become the norm in 2017.  Currently the system works to the detriment of children and families.",https://petitions.whitehouse.gov/petition/kids-need-both-parents-modify-child-support-provisions-social-security-act-support
53,2438791,2017-01-20 17:56:54,2017-02-19 17:56:54,"Reinstate ""Advancing LGBT Workplace Rights"" report that was taken down from DOL website on Inauguration Day.",Civil Rights & Equality,Change an existing Administration policy,239,"Within minutes of the inauguration, the Trump Administration removed all mention of LGBT  people and issues from the White House website, as well as removing this important report on lgbt workplace rights from the Department of Labor's website.  Put it back!  Do not make LGBT people invisible!",https://petitions.whitehouse.gov/petition/reinstate-advancing-lgbt-workplace-rights-report-was-taken-down-dol-website-inauguration-day
54,2444021,2017-01-21 14:32:25,2017-02-20 14:32:25,Replace your nomination of Education Secretary-Nominee Betsy DeVos with a more qualified individual.,"Economy & Jobs, Education",Change an existing Administration policy,354,"Given the important social and economic role that public education plays in the growth and improvement of any successful society, the individual that leads the U.S. Department of Education should have a strong experience and background in public education.  Education Secretary-Nominee Betsy Devos has shown during her Senate confirmation hearing that she lacks the experience, background, and knowledge regarding public education, that would be invaluable for the position that President Trump has nominated her for.  Also, she has shown a definite preference towards diverting funding from the needs of public schools to support charter and private schools.   She has been a major advocate for the public funding of poor performing private/charter schools in Michigan.",https://petitions.whitehouse.gov/petition/replace-your-nomination-education-secretary-nominee-betsy-devos-more-qualified-individual
55,2452881,2017-01-23 07:31:44,2017-02-22 07:31:44,Free Raven 23,"Criminal Justice Reform, Foreign Policy, Veterans & Military",Call on Congress to act on an issue,198,"Free the Men of Raven 23 Paul Slough, Dustin Heard, Nick Slatten and Evan Liberty set out with 15 of their Blackwater teammates as part of Tactical Support Team Raven 23, to secure a busy square in Baghdad's Red Zone. Blackwater, under contract with the U.S. Department of State, was responsible (among other things) for diplomatic security in the country of Iraq.Raven 23 was responding to a distress call from another team which had been attacked on venue. In the distance, they could see the large plume of black smoke where a VBIED (vehicle-born improvised explosive device) had been detonated. They were to secure a route of egress through Nisour Square, which was a task they had completed numerous times previously; a seemingly straightforward task.",https://petitions.whitehouse.gov/petition/free-raven-23
56,2455281,2017-01-23 15:25:31,2017-02-22 15:25:31,Maintain the stay to reroute the Dakota Access Pipeline. Protect the water supply of the Standing Rock Sioux Reservation,"Civil Rights & Equality, Energy & Environment, Government & Regulatory Reform",Change an existing Administration policy,640,"The US governing representatives and President have a responsibility to the constituents and historical contracts of this country first and foremost.  Humanity then security then stability then revenue.  Special interests do not take precedence over the well being of human beings, especially those limited by the Reservation agreements of an historical America.  The Sioux cannot construct alternate access to water outside of their reservation.  The natural watershed has a permanent precedent of necessity.  We aren't debating a simple ""what's yours and what's mine"". We are interrupting access to a basic human necessity. We either reroute the pipeline or provide a viable water supply with longevity. But DO NOT ignore what America and the Veterans have previously sacrificed for this cause!",https://petitions.whitehouse.gov/petition/maintain-stay-reroute-dakota-access-pipeline-protect-water-supply-standing-rock-sioux-reservation
57,2455416,2017-01-23 16:04:20,2017-02-22 16:04:20,Get Melania Trump to film the intro for h3h3productions.,Technology & Innovation,Take or explain a position on an issue or policy,215,"H3h3productions on youtube has been blessed with Michelle Obama filming a video saying &quot;Wow, Ethan! Great moves, keep it up, proud of you!&quot;. This Clip has been used as h3h3productions intro ever since. Now in 2017 with a new president and new first lady we the fans of h3h3productions feel that Melania Trump needs to reanact this clip and create a new intro for h3h3productions. Please make this dream a reality, it is necessary for the culture and for the lives of the citizens of the United States and throughout the world. Take a look at the clip here... https://youtu.be/APxndget9l4",https://petitions.whitehouse.gov/petition/get-melania-trump-film-intro-h3h3productions
58,2456341,2017-01-23 19:23:15,2017-02-22 19:23:15,Release and pardon our political prisoners,"Civil Rights & Equality, Criminal Justice Reform, Homeland Security & Defense",Take or explain a position on an issue or policy,1428,"Multiple individuals were categorized as terrorists under the Obama administration, for being patriots of our country and standing up to a tyrant.The Hammond family, the Bundy family and a multitude of patriots at the Bundy ranch and the refuge have been arrested and face many decades in prison for excersising their constitutional rights And standing up to tyranny and an out of control government agency. These individuals should be released and pardoned for their heroism and patriotism.The family of Lavoy should be given aid, as it was the Obama administration who murdered an innocent American citizen on American soil.To include in this petition a pardon should be given to assange and snowden. As they spoke the truth to the public and blew the whistle on major wrong doings.",https://petitions.whitehouse.gov/petition/release-and-pardon-our-political-prisoners
59,2457986,2017-01-24 08:09:13,2017-02-23 08:09:13,Petition to Formally Recognize Black Lives Matter as a Terrorist Organization,"Civil Rights & Equality, Homeland Security & Defense",Take or explain a position on an issue or policy,2392,"Terrorism is defined as xthe use of violence/intimidation in pursuit of political aims.x This is the same definition used to declare ISIL and other terror groups, as terrorist organizations. Black Lives Matter has earned this title due to its violent actions in multiple cities and their influence in the killings of multiple police officers throughout the United States. This group has already been described as a hate group because of it's racist and police hating actions by Milwaukee Sheriff David Clarke, a speaker at last year's RNC. It is time for the the U.S. Department of State to be consistent in its actions x and just as they rightfully declared ISIL a terror group, they must declare Black Lives Matter a terror group x on the grounds of principle, integrity, morality, and safety.",https://petitions.whitehouse.gov/petition/petition-formally-recognize-black-lives-matter-terrorist-organization
60,2457211,2017-01-24 02:40:03,2017-02-23 02:40:03,"Make Money Great Again - An Executive Order for Equal Treatment of Gold, Silver and United States Dollars as Money","Budget & Taxes, Economy & Jobs, Government & Regulatory Reform",Propose a new Administration policy,885,"We The People request the new administration Make Money Great Again; that gold and silver may freely be used as money alongside United States dollars.The Constitution explicitly recognizes gold and silver as money. We therefore petition that: - All tax discrimination against gold and silver must cease, including the removal of all capital gains tax on holdings of, and transactions in gold and silver, and; - That all impediments to using gold and silver as constitutionally-recognized money be removed.We Petition the Administration to sign this Executive Order to Make Money Great Again: - http://bit.ly/EO_MMGAFor more information, please visit https://www.mmga.org.",https://petitions.whitehouse.gov/petition/make-money-great-again-executive-order-equal-treatment-gold-silver-and-united-states-dollars-money-0
61,2459511,2017-01-24 12:28:41,2017-02-23 12:28:41,Release Voter Fraud Data and Investigate,"Civil Rights & Equality, Government & Regulatory Reform, Immigration",Take or explain a position on an issue or policy,867,We ask that the White House release any information it has to substantiate the claim that millions of people voted illegally in the 2016 election and call for an investigation into these allegations should their claims be corroborated with verifiable evidence or apologize and retract their claim should it not be corroborated. This petition is important because the integrity of the President of the United States of America and the integrity of our democracy are integral to the functioning of our nation.,https://petitions.whitehouse.gov/petition/release-voter-fraud-data-and-investigate
62,2460681,2017-01-24 15:06:09,2017-02-23 15:06:09,"Based on Donald Trump's Own Claims of Rampant Voter Fraud, Immediately Nullify Results of the 2016 Presidential Election","Civil Rights & Equality, Economy & Jobs, Government & Regulatory Reform",Take or explain a position on an issue or policy,8451,"Considering the 2016 election came down to around 100k votes spread out through the three states of Michigan, Pennsylvania and Wisconsin, it's time we take Donald Trump's claim that ""millions of people voted illegally"" far more seriously. If true, that would mean the results of the 2016 election are, unquestionably, tainted -- if not outright invalid. I'm calling for the results of the 2016 presidential election to be immediately nullified, a full investigation ordered by Congress, and a new election to be scheduled where ""rampant voter fraud"" will not be allowed. If Donald Trump's claims are true, as he's repeatedly said they are, he might very well not be our legitimate president. Americans shouldn't have a president who might have only ""won"" due to ""millions of illegal votes.""",https://petitions.whitehouse.gov/petition/based-donald-trumps-own-claims-rampant-voter-fraud-immediately-nullify-results-2016-presidential-election
63,2459571,2017-01-24 12:34:00,2017-02-23 12:34:00,"Kerry O'Grady, the special agent in charge of the Secret Service's Denver district Must Be Removed from her post!",Homeland Security & Defense,Take or explain a position on an issue or policy,529,"Kerry O'Grady, the special agent in charge of the Secret Service's Denver district Must be removed from her post effective Immediately.She has violated the Hatch Act by supporting a political party/candidate openly on Social Media.She has stated that she will not take a bullet for Trump, making it clear that should the President be in harms way during her duty shift, that she would rather go to prison than protect the POTUS.THIS TYPE OF BEHAVIOR FROM A SECRET SERVICE AGENT CAN NOT STAND IN OUR REPUBLIC!Here is the article for anyone who wants to read the details.http://www.washingtonexaminer.com/senior-secret-service-agent-suggests-she-wouldnt-take-a-bullet-for-trump/article/2612814",https://petitions.whitehouse.gov/petition/kerry-ogrady-special-agent-charge-secret-services-denver-district-must-be-removed-her-post
64,2453166,2017-01-23 08:15:40,2017-02-22 08:15:40,Convert all Federal Police Officers Classified as GS-0083 to LEO status,"Government & Regulatory Reform, Homeland Security & Defense, Veterans & Military",Change an existing Administration policy,3655,"This petition would support the conversion of all Police Officers classified as 0083 to be eligible for 6C retirement.  The previous administration and the previous congress introduced legislation but it never made it out of committee.  Air traffic controllers and BOP prison employees such as cooks have received LEO status but their duties are not law enforcement.  OPM will not amend the definition of Law Enforcement Officer to include 0083 Police Officers.  Congress and the previous administration refused to act on bills introduced in both house of congress.  Therefore, I strongly urge President  Trump to consider this petition because it is a matter of national security.   Granting these Police Officers the LEO status will save taxpayers money.",https://petitions.whitehouse.gov/petition/convert-all-federal-police-officers-classified-gs-0083-leo-status
65,2435351,2017-01-20 12:04:31,2017-02-19 12:04:31,Climate change is an undisputed fact within the scientific community and neglecting it imperils American prosperity.,"Economy & Jobs, Energy & Environment, Technology & Innovation",Take or explain a position on an issue or policy,302,"The new administration must consider climate change a serious threat and implement policies that address it. Taking action benefits American workers, strengthens our economy, and improves our standing in the world. Today, the US is a global leader in clean energy and there is great potential to become even stronger: we already employ more than 2.5 million people in renewable energy and energy efficiency. Renewable energy is one of the fastest growing industries in the world, worth $300bn per year. With the right policies, it will continue growing, creating secure, high-paying jobs for millions of Americans. We the people urge the administration to work with the scientific community, business leaders, and our international partners to transform our energy systems and address climate change.",https://petitions.whitehouse.gov/petition/climate-change-undisputed-fact-within-scientific-community-and-neglecting-it-imperils-american-prosperity
66,2461851,2017-01-24 18:17:00,2017-02-23 18:17:00,Ungag the Environmental Protection Agency.,"Civil Rights & Equality, Energy & Environment, Government & Regulatory Reform",Change an existing Administration policy,11675,The EPA provides a robust list of protections to the American people.  The recent executive order restricting the EPA from engaging with the public through social media violates the standards of a fair and open government. Please reverse the executive actions placed on the EPA.,https://petitions.whitehouse.gov/petition/ungag-environmental-protection-agency
67,2461891,2017-01-24 18:27:02,2017-02-23 18:27:02,"Do not halt refugee resettlement, lower the number we resettle, or stop resettlement based on religion/country of origin","Foreign Policy, Homeland Security & Defense, Immigration",Change an existing Administration policy,10534,"Stopping refugee resettlement, for any period of time for any group of people, would undermine our nationxs founding principles of being a beacon of freedom and hope. This is a program that saves hundreds of lives every day, and strengthens our communities and our nation. Stopping refugee resettlement will have profound and detrimental consequences. Lives will be lost and our national interests will be at risk. The United States can x and must x continue to welcome refugees while continuing to ensure our own security. Our history has proven you donxt need to make a choice, and we should continue to do both. We urge President Trump to not stop refugee resettlement for any period of time, lower the amount of refugees we resettle, or stop resettlement based on religion or country of origin.",https://petitions.whitehouse.gov/petition/do-not-halt-refugee-resettlement-lower-number-we-resettle-or-stop-resettlement-based-religioncountry-origin
68,2458686,2017-01-24 10:25:23,2017-02-23 10:25:23,Deschedule Marijuana,"Civil Rights & Equality, Government & Regulatory Reform",Change an existing Administration policy,410,"It's time to take back control from criminals! With more than half the country is in favor of legalizing cannabis it is clear that it is time to re-think the ineffective 'War on Drugs'!So why should we legalize?Regulation: Product testing will ensure that consumers are better informed and more importantly safer!Jobs:Legalization will create jobs in a formal economy rather than a black market.Economy:Law enforcement can focus more on public safety and a new source of tax revenue will become available.Reduce Unneeded Harm:Criminalization harms young people, fails to curb access and increases levels of violence.On a  State level, decriminalization has been a massive success! It's time to rethink!",https://petitions.whitehouse.gov/petition/deschedule-marijuana
69,2461151,2017-01-24 16:27:18,2017-02-23 16:27:18,Congress subpoena Dr. William Thompson - investigate the CDC and repeal the 1986 National Childhood Vaccine Injury Act.,"Government & Regulatory Reform, Health Care",Take or explain a position on an issue or policy,1961,"Conflicts of interest have become more the rule than the occasional exception. In 2015, Dr. William Thompson, a research scientist at the CDC's National Center for Immunizations and Respiratory Diseases (NCIR), claimed the CDC covered up a vaccine-autism connection in relation to the MMR vaccine. The study discovered that African-American boys who received the vaccine before the age of 36 months had an increased risk for autism. Itxs important to be aware of corruption and conflicts of interest at federal agencies like the CDC. Far from the independent public watchdog theyxre supposed to be, the CDC is closely tied to industry and may protect their interests over those of the general public.",https://petitions.whitehouse.gov/petition/congress-subpoena-dr-william-thompson-investigate-cdc-and-repeal-1986-national-childhood-vaccine-injury-act
70,2454001,2017-01-23 11:03:04,2017-02-22 11:03:04,Revoke the order forbidding health providers receiving US aid from discussing/performing legal abortion with patients,"Civil Rights & Equality, Foreign Policy, Health Care",Change an existing Administration policy,289,"This Reagan-Era policy flies in the face of women's rights to take control of their own health. Many countries receive U.S. aid where legal, vital and often LIFESAVING medical procedures are performed and discussed by licensed health care providers with their patients. A women's right to make decisions about her own body should NOT be dependent on her country of birth/residence or her economic situation. Women's rights are human rights. From the NYTimes: ""health policy experts say restrictions on abortion services in the past have not led to a decline in abortion rates in countries that receive funding from the United States for reproductive health services, and they warn that those restrictions only heighten the chances of illegal, often unsafe, abortions.""",https://petitions.whitehouse.gov/petition/revoke-order-forbidding-health-providers-receiving-us-aid-discussingperforming-legal-abortion-patients
71,2438476,2017-01-20 17:08:24,2017-02-19 17:08:24,Protect the Planet - honor the Paris Climate Agreement!,Energy & Environment,Call on Congress to act on an issue,346,"2015 was historic for the planet and the survival of mankind. 195 nations, including The United States of America, agree that swift and significant action must be taken to protect Earth from catastrophes caused by climate change.  We can forge a path for a sustainable future through shared commitments toward greenhouse gas reductions, clean energy implementation and financial resources for adaptation.  It is our responsibility and opportunity as Americans to honor this agreement. We can contribute our talent, innovation, creativity, wealth and compassion.  The cost of inaction is too great and the risks too high.",https://petitions.whitehouse.gov/petition/protect-planet-honor-paris-climate-agreement
72,2457216,2017-01-24 02:54:54,2017-02-23 02:54:54,"America first, make Netherlands second because they requested it!",Foreign Policy,Propose a new Administration policy,66816,"The Netherlands has requested, within the scope of the new America first initiatives, to be simply: second. They don't want us to forget about them. So the White House should give them a call. 2nd place is open, and they asked nicely before anyone else. We'll make them great too. We can do it.https://youtu.be/j-xxis7hDOE?t=39s",https://petitions.whitehouse.gov/petition/america-first-make-netherlands-second-because-they-requested-it
73,2463391,2017-01-24 22:59:25,2017-02-23 22:59:25,Protect the United States Refugee Admissions Program,"Civil Rights & Equality, Homeland Security & Defense, Immigration",Take or explain a position on an issue or policy,782,"A country built on the foundation of immigration must continue to be a strong example of a nation that welcomes persecuted and vulnerable refugees from around our world.  We embrace refugees and provide them a chance at a new beginning. This is what has always made America great. We as a nation do not submit to fear and hate, and we do not persecute based on religion, sexual orientation, nationality, race or political opinion. We instead welcome those who have endured such persecution. Sign this to tell President Trump and our lawmakers to act as a beacon of freedom and hope, and not turn off the torch that lady Liberty has always held so high. Most of us wouldn't be here without her.",https://petitions.whitehouse.gov/petition/protect-united-states-refugee-admissions-program
74,2458286,2017-01-24 09:16:30,2017-02-23 09:16:30,Allow Americans to own a piece of history. Undo Executive Order 13637,"Civil Rights & Equality, Education, Government & Regulatory Reform",Change an existing Administration policy,1491,"EO 13637 blocks the return of WWII era semi-automatic firearms (i.e. M1-Garand, M1-Carbine) from overseas. These highly collectible pieces of American history rightly belong in the hands of American citizens. In the past, these firearms were sold through the CMP but the available stock is dwindling fast. Large stores of these firearms are located oversees but cannot be returned to the USA because of EO 13637.  The people of the United States should be allowed to own these historical firearms, they should not be allowed to rot in a warehouse in another country. We ask that President Trump immediately issue an Executive Order removing the ban implemented through EO 13637.",https://petitions.whitehouse.gov/petition/allow-americans-own-piece-history-undo-executive-order-13637
75,2462811,2017-01-24 20:31:46,2017-02-23 20:31:46,Investigate President Donald Trump's unsubstantiated claims of massive illegal voting in the United States of America.,"Civil Rights & Equality, Government & Regulatory Reform, Homeland Security & Defense",Call on Congress to act on an issue,236,"President Donald Trump has continually said that millions of the votes cast against him were made illegally, causing him to lose the popular vote. He has not offered credible proof of this. If true, it is an issue that all Americans should agree is a threat to our democracy. If false, the leader of our democracy should not be undermining it with lies. For both reasons, we need to know the truth. This petition asks The White House to direct Congress to undertake a bipartisan review. Alternatively, President Trump should declare that the popular vote as recorded was valid and did not involve millions of illegal votes.",https://petitions.whitehouse.gov/petition/investigate-president-donald-trumps-unsubstantiated-claims-massive-illegal-voting-united-states-america-0
76,2464006,2017-01-25 05:33:58,2017-02-24 05:33:58,President Donald Trump must order FBI Director Jim Comey to open an investigation on the death of DNC staffer Seth Rich,"Civil Rights & Equality, Criminal Justice Reform, Gun Violence",Take or explain a position on an issue or policy,915,"Former DNC staffer Seth Rich was murdered outside of his DC home not long after WikiLeaks began to release the emails of the Democratic National Committee. In the verified emails released by WikiLeaks, there was talk about ""making an example"" of a suspected whistleblower inside of the DNC. After the death of Seth Rich, WikiLeaks has offered a $25,000 bounty for information on the murderer of Seth Rich. A separate organization recently upped the bounty to $130,000 which was relayed by WikiLeaks. There is more to the story that Seth Rich was only the victim of a robbery. Seth's belongings were not taken from his person, but DC Police swept the story under the rug as a robbery. This investigation needs to be reopened by the honorable FBI until justice is brought. His killer is not yet found.",https://petitions.whitehouse.gov/petition/president-donald-trump-must-order-fbi-director-jim-comey-open-investigation-death-dnc-staffer-seth-rich
77,2464301,2017-01-25 06:51:40,2017-02-24 06:51:40,Make the U.S. the World's Leader in Combating Climate Change,"Economy & Jobs, Energy & Environment, Homeland Security & Defense",Change an existing Administration policy,834,"Climate change is not an environmental issue. Itxs a national security, economic, public health, and equity issue. Climate change is the defining issue of our time. As such, we, the people of the United States, call on the President to: 1.	Reinstate the Presidentxs Climate Action Plan and double down on your commitment to ensuring the U.S. is the leader in combating climate change.2.	Allow the EPA to do their job and protect the waters, air, and people of the United States. This includes allowing them to regulate greenhouse gas emissions. 3.	Use climate change as a lens when making decisions for our country. Donxt pit economic development against environmental protection x that is a false dichotomy. The health, safety, and general welfare of all Americans, are at stake!",https://petitions.whitehouse.gov/petition/make-us-worlds-leader-combating-climate-change
78,2454551,2017-01-23 12:41:48,2017-02-22 12:41:48,Do Not Cut Federal Funds for Preventing Domestic Violence,"Civil Rights & Equality, Criminal Justice Reform, Health Care",Take or explain a position on an issue or policy,242,"Recent reports suggest that President Donald Trump plans to cut funding to the Office on Violence Against Women. The OVAW's grant programs provide funds for preventing domestic violence, sexual assault, dating violence, stalking, and elder abuse. These grants support victims by offering legal aid, transitional housing assistance, and training to help our civil and criminal justice systems better respond to sexual and domestic violence. The grants also supply funds for protecting child victims, tribal residents, and women who live in rural communities. Without these grants, millions of victims will be left without the support they desperately need. We hereby ask President Trump not to cut federal funding to the Office on Violence Against Women or its grant programs.",https://petitions.whitehouse.gov/petition/do-not-cut-federal-funds-preventing-domestic-violence
79,2459021,2017-01-24 11:20:53,2017-02-23 11:20:53,STOP the Keystone XL and Dakota Access oil pipelines!,Energy & Environment,Call on Congress to act on an issue,306,"President Donald Trump has signed executive actions to advance approval of the Keystone XL and Dakota Access oil pipelines. The decision to advance the pipelines cast aside efforts by President Barack Obama's administration to block construction of the two pipelines.""President Trump is legally required to honor our treaty rights and provide a fair and reasonable pipeline process,"" said Standing Rock Sioux Tribe chairman Dave Archambault II in a statement. ""Americans know this pipeline was unfairly rerouted towards our nation and without our consent. The existing pipeline route risks infringing on our treaty rights, contaminating our water and the water of 17 million Americans downstream.""Corporate interests should not be put ahead of American interests.",https://petitions.whitehouse.gov/petition/stop-keystone-xl-and-dakota-access-oil-pipelines
80,2461286,2017-01-24 16:40:37,2017-02-23 16:40:37,Stop the construction of the Dakota Access Pipeline and ensure that the rights of Native Americans are protected,"Civil Rights & Equality, Energy & Environment",Change an existing Administration policy,328,"President Donald Trump promised to protect ""all Americans"" in his inaugural speech, which includes the Standing Rock Sioux tribe. They have been threatened and viciously attacked during peaceful protests throughout the year of 2016.Many water protectors were locked in dog crates, sprayed with water cannons during freezing weather, and have been subject to other egregious crimes. One of the few brave journalists reporting on these acts was arrested for criminal trespassing.The pipeline would run through unceded native land, and constructing it is a violation of treaties signed by the United States. That land is the property of the Standing Rock Sioux, and that is indisputable unless our President is willing to prioritize the profits of big oil companies over the rights of all Americans.",https://petitions.whitehouse.gov/petition/stop-construction-dakota-access-pipeline-and-ensure-rights-native-americans-are-protected
