,body,created,deadline,id,isPublic,isSignable,issues,petition_type,reachedPublic,signatureCount,signatureThreshold,signaturesNeeded,status,title,type,url
0,Senator Chuck Schumer and House Rep Nancy Pelosi are undermining the new administration using stall tactics and false narratives to further the agenda of their shadow party. We the People call for their resignations immediately. They refuse to focus on real issues connecting the Obama administration to the scandals they have had a hand in to destroy our new administration. They refuse to investigate the illegal acts of Hillary Clinton and Obama. They started with General Michael Flynn and now they are going after AG Jeff Sessions. Obama fired 35 Russians and Flynn tried to calm the volatile situation. Sessions did his job as a senator an never spoke to the Russians as a surrogate but as a Senator. Chuck Schumer and Nancy Pelosi are undermining our government and need to resign immediately.,1488477043,1491065443,2515341,True,True,"Government & Regulatory Reform, Homeland Security & Defense",Call on Congress to act on an issue,1488520368,172,100000,99828,open,We the People call for the resignations of Senator Chuck Schumer and House Rep Nancy Pelosi.,petition,https://petitions.whitehouse.gov/petition/we-people-call-resignations-senator-chuck-schumer-and-house-rep-nancy-pelosi
1,"We are requesting that visas are relocated from Cuba to the Cubans in limbo.  They would be allocated in order of priority giving first right to Cuban immigrants who left between July 12, 2016-January 12, 2017.  2nd priority to Cubans who left Cuba prior July 11, 2016.  These visa would include the areas of Central America and throughout Latin America, Mexico, Serbia, Venezuela and other locations.",1488319208,1490907608,2514146,True,True,"Homeland Security & Defense, Immigration",Take or explain a position on an issue or policy,1488505425,197,100000,99803,open,Visas through xCuban Family Reunification Parole Programx  to be relocated to Cubans who left Cuba before January 12th.,petition,https://petitions.whitehouse.gov/petition/visas-through-cuban-family-reunification-parole-program-be-relocated-cubans-who-left-cuba-january-12th
2,"It effects every American in some way.  It will also Keep Americans from funding terrorism, the drug cartels.  This would bring jobs in the following industries energy, farming, housing, industrial manufacturing, healthcare.  Bring in much needed tax dollars.  Fuel our military and provide better body armor for our troops.  Fuel America and have a surplus for foreign export.",1487908661,1490497061,2510831,True,True,"Budget & Taxes, Economy & Jobs, Veterans & Military",Change an existing Administration policy,1488460598,198,100000,99802,open,Legalize Marijuana and bring jobs to millions of Americans.,petition,https://petitions.whitehouse.gov/petition/legalize-marijuana-and-bring-jobs-millions-americans
3,"""In the dying days of the Ottoman Empire, under the cover of World War I, the Young Turk government embarked on a racist strategy of xTurkificationx of what had been a multi-ethnic, multi-religious empire. One-and-one-half million Armenians were murdered in the Armenian Genocide, and survivors were exiled from their 3,000-year-old homeland."" -http://www.recognizearmeniangenocide.org/

We Would like to petition the United States government to officially recognize the Armenian Genocide of 1915 as a 'genocide.' 45 states have shown recognition and former president Obama had promised to acknowledge the genocide, but failed to do so.",1488407100,1490995500,2514756,True,True,"Civil Rights & Equality, Government & Regulatory Reform",Take or explain a position on an issue or policy,1488414021,975,100000,99025,open,Officially Recognize The Armenian Genocide Of 1915,petition,https://petitions.whitehouse.gov/petition/officially-recognize-armenian-genocide-1915
4,"Walleye are political pawns at Mille Lacs Lake
While natives and non-natives battle over reservation boundaries on Mille Lacs Lake, treaty management of the lakes resources has become a quagmire. Democratic led state Department of Natural Resource officials say their hands are tied. Mille Lacs Band officials are screaming xFOUL!x at every turn. As a result of the 1999 Supreme Court ruling on the 1837 treaty with the seven tries of the Ojibwe, the once sought after walleye has become a game piece in the struggle to retain jurisdiction of the south end of Mille Lacs for both parties.
Only thing is, this is no game.
The plan since the treaty was ruled on for the Ojibwe Tribe is simple. Ruin the walleye fishing and the resorts and businesses that non-natives own have been bankrupted.",1488314497,1490902897,2514066,True,True,"Civil Rights & Equality, Economy & Jobs, Government & Regulatory Reform",Change an existing Administration policy,1488399815,216,100000,99784,open,Eliminate Mille Lacs Lake Treaty Management,petition,https://petitions.whitehouse.gov/petition/eliminate-mille-lacs-lake-treaty-management
5,"We cannot make America great with so many disabled autistic children, so we must urgently face the autism epidemic, admit its reality and confront its stunning rise.  In addition, we must rein in Americaxs exploding vaccine schedule. Crucial to any reform in both autism and vaccine policy is an initiative to shine light on corruption and xdrain the swampx of unaccountable bureaucrats.
We ask you to take six actions:
1. Declare autism a national emergency. 
2. Convene a Presidential Commission on Vaccine Safety and Scientific Integrity. 
3. Depose the CDC whistleblower Dr. William Thompson.
4. Conduct a study comparing total health outcomes in vaccinated and unvaccinated populations. 
5. Create a National Vaccine Safety Board.
6. Repeal and Replace the National Childhood Vaccine Injury Act.",1488381986,1490970386,2514516,True,True,"Economy & Jobs, Health Care, Technology & Innovation",Propose a new Administration policy,1488392615,7696,100000,92304,open,Take Action to End the Autism Epidemic and Implement Comprehensive Reforms of Vaccine Safety Policies,petition,https://petitions.whitehouse.gov/petition/take-action-end-autism-epidemic-and-implement-comprehensive-reforms-vaccine-safety-policies
6,"Locked up by US Government for 10 Years 
IN PRISON FOR EXERCISING HIS CONSTITUTIONAL RIGHT TO FREE SPEECH
KEVIN TRUDEAU WAS NOT ARRESTED
 KEVIN TRUDEAU DID NOT COMMIT A CRIME
 KEVIN TRUDEAU WAS NOT CHARGED WITH A CRIME
 KEVIN TRUDEAU WAS NOT CONVICTED OF A CRIME
 KEVIN TRUDEAU WAS NOT ORDERED TO PAY A FINE
 KEVIN TRUDEAU WAS NOT ORDERED TO PAY RESTITUTION

KEVIN CANNOT GET OUT OF PRISON BY HIMSELF
HE NEEDS OUR HELPxNOW
WE ALL HAVE TO HELP KEVIN, WE DONxT HAVE ANY CHOICE

http://kevintrudeau.com",1486647210,1489239210,2497426,True,True,Criminal Justice Reform,Take or explain a position on an issue or policy,1488370830,217,100000,99783,open,Release Kevin Trudeau,petition,https://petitions.whitehouse.gov/petition/release-kevin-trudeau
7,"The DEA has erroneously classified marijuana as a Schedule I Drug. The States are more apt to judge and understand if citizens favor legalization, whether for medical or recreational use. Jeff Session is wrong and prejudice and is exercising his personal views, which misrepresents America. President Trump stated in 2016 he believed marijuana use should be left up to the states.",1488313573,1490901973,2514051,True,True,"Civil Rights & Equality, Criminal Justice Reform, Health Care",Change an existing Administration policy,1488335412,624,100000,99376,open,Make marijuana legalization for recreation or medical use a states right issue.,petition,https://petitions.whitehouse.gov/petition/make-marijuana-legalization-recreation-or-medical-use-states-right-issue
8,"We the people request Congress to Create a Missing Veteran Alert System, with heightened alert for in-crisis Veterans and Military Personnel. Allow missing person report to be filed with no wait restrictions for civilian and military law-enforcement. Allow search efforts to immediately begin upon transaction of MPR. Provide Veteran's Courts in all 50 states. Mandate training for all First-Responder's to facilitate their assistance with in-Crisis Veterans and Servicemembers. Mandate all states reporting of Veteran suicide data to national level. Name new policy Erik Jorgensen's Law. Inspired by Erik Lane Jorgensen's, U.S. Army SPC Afghanistan Combat Veteran of Idaho with combat PTSD, completed suicide summer 2013. Please honor our Heroes with new legislation.",1488199636,1490788036,2513111,True,True,"Government & Regulatory Reform, Homeland Security & Defense, Veterans & Military",Propose a new Administration policy,1488331930,292,100000,99708,open,"Write new policy, Erik Jorgensen's Law to prevent Veteran and Active Duty Suicide",petition,https://petitions.whitehouse.gov/petition/write-new-policy-erik-jorgensens-law-prevent-veteran-and-active-duty-suicide
9,"Approximately 1 in 5 youth aged 13x18 suffer from a severe mental disorder. Currently there are no consistent required screening procedures done in pediatric offices for the early detection of these disorders. The Klein High Jr. Medical Reserve Corps team in partnership with the Harris County MRC has initiated this petition to require screening for mental illness in our youth. Some schools have initiated suicide prevention programs, but they still inadequately address the issue at hand. Take action to require comprehensive mental health screening as a part of all annual physical examinations completed by pediatricians for the detection of mental illness in teenagers. With your help, we can make a change in the lives of teens living with undiagnosed mental illnesses.",1487973758,1490562158,2511506,True,True,Health Care,Call on Congress to act on an issue,1488326361,188,100000,99812,open,Take Action to Improve Screening for Mental Illness in Teens,petition,https://petitions.whitehouse.gov/petition/take-action-improve-screening-mental-illness-teens
10,"Military members (active, Reserve, retired and veterans), and their families, are being adversely affected by an unintended consequence of the current federal hiring freeze.  The freeze applies to all Department of Defense employees, including those not paid by tax dollars.  These are &quot;nonappropriated fund&quot; employees.  They work for the military Exchanges, and morale, recreation and welfare organizations.  Critical support, such as child care and access to facilities in remote areas, may be decreased or stopped altogether because of this freeze.  Freezing nonappropriated fund hiring (and salaries) does nothing to reduce the federal budget - because federal tax dollars are not used to pay these employees.   Military spouses and veterans have also lost job opportunities.",1488235121,1490823521,2513521,True,True,"Budget & Taxes, Economy & Jobs, Veterans & Military",Change an existing Administration policy,1488304444,203,100000,99797,open,Exempt Department of Defense Nonappropriated Fund Employees from the Federal Hiring Freeze,petition,https://petitions.whitehouse.gov/petition/exempt-department-defense-nonappropriated-fund-employees-federal-hiring-freeze
11,"In the long history of the White House with multiple political parties in charge, nothing like this has happened. Americans and the press have a right to transparency from the White House and equal access, rather than just access to people  President Trump and/or his staff like.",1487974595,1490562995,2511511,True,True,"Civil Rights & Equality, Government & Regulatory Reform",Take or explain a position on an issue or policy,1488294827,216,100000,99784,open,We strongly protest exclusion of news orgs. from WhiteHouse press briefings. Media access is crucial to public interest.,petition,https://petitions.whitehouse.gov/petition/we-strongly-protest-exclusion-news-orgs-whitehouse-press-briefings-media-access-crucial-public-interest
12,"The White House should give the excellent news organization HillaryBeatTrump.org permanent White House press credentials so that HillaryBeatTrump.org's brilliant journalists can:

1) Attend daily White House press briefings
2) Combat fake news
3) Bring people the biggest new stories about America's real president, Hillary Rodham Clinton, who won the election by 3 million votes",1488233411,1490821811,2513481,True,True,"Innovation: Arts & Technology, Technology & Innovation",Change an existing Administration policy,1488294507,336,100000,99664,open,Immediately Give HillaryBeatTrump.org Permanent White House Press Credentials!,petition,https://petitions.whitehouse.gov/petition/immediately-give-hillarybeattrumporg-permanent-white-house-press-credentials
13,"Today, the White house banned the attendance of national media outlets CNN, The New York Times, and Politico from a press briefing. We The People demand that all media outlets be welcome to all White House and presidential press briefings.",1487968130,1490556530,2511361,True,True,Government & Regulatory Reform,Change an existing Administration policy,1488225080,204,100000,99796,open,Allow All Press Outlets in White House Press Briefings,petition,https://petitions.whitehouse.gov/petition/allow-all-press-outlets-white-house-press-briefings
14,"As a school nurse, I have noticed the increase of hunger in our students  after having a school lunch.  The amount of food being thrown away daily has increased and the obesity percentage has not been reduced as intended by the federal restrictions on school lunches.  Federal funding is tied to school lunch programs, requiring schools to follow these restrictions or funding is withheld.  This impacts the poor schools the most.  Our children are not becoming obese because of school lunches, rather the junk or fast food they consume in place of school lunches.  Since the restrictions have been put in place, students choose not to eat or they eat junk food over a school lunch.  For some students, school lunch is their only opportunity to have a good meal. We need to lift these restrictions.",1487473877,1490062277,2506871,True,True,"Education, Government & Regulatory Reform, Health Care",Change an existing Administration policy,1488164299,257,100000,99743,open,"Reduce hunger in our students by reducing restrictions placed on school lunches, kids can't learn if they are hungry!",petition,https://petitions.whitehouse.gov/petition/reduce-hunger-our-students-reducing-restrictions-placed-school-lunches-kids-cant-learn-if-they-are-hungry
15,Kansas shooting incident of Srinivas Kuchibhotla is very scary for all Indian American who are law abiding citizen of this country and considers it as their home . We need to see governments clear stand on this and finding ways to stop this anger towards immigrants who are law abiding citizens of this country.,1488043449,1490631849,2512116,True,True,"Civil Rights & Equality, Gun Violence",Take or explain a position on an issue or policy,1488127878,359,100000,99641,open,Need to hear govt stand on Kansas shooting of Srinivas Kuchibhotla,petition,https://petitions.whitehouse.gov/petition/need-hear-govt-stand-kansas-shooting-srinivas-kuchibhotla
16,"As the President reaches out by petition to supporters of his nomination to the Supreme Court, We, the People must also be allowed to give him an opportunity to see the numbers of the electorate who stand in resolute opposition to his current nomination.",1486161228,1488753228,2491156,True,True,Criminal Justice Reform,Call on Congress to act on an issue,1488045647,245,100000,99755,open,Oppose the nomination of Judge Gorsuch for the Supreme Court,petition,https://petitions.whitehouse.gov/petition/oppose-nomination-judge-gorsuch-supreme-court
17,"There is a lot of blame being laid on the Trump election campaign strategy, resulting an increase in hate crimes across the country. We need a President who can successfully reverse that perception, just the same way such a strategy was employed effectively to win the White House.

Three innocent lives, working to &quot;Make America Great&quot;, and a countless number of others, have been affected by this senseless shooting.",1487990161,1490578561,2511751,True,True,"Civil Rights & Equality, Gun Violence, Homeland Security & Defense",Take or explain a position on an issue or policy,1488042405,9599,100000,90401,open,"Need a statement from President Trump, on the Wednesday (Feb 22) Kansas bar shootings.",petition,https://petitions.whitehouse.gov/petition/need-statement-president-trump-wednesday-feb-22-kansas-bar-shootings
18,"There has been an incident of shooting outside a pub in Olathe, Kansas on the evening of 02/22/2017. This unfortunate incident ended up injuring 2 and killing 1(Indian National), all of whom were innocent people trying to spend an evening in good company.

Media reports cite Police Department stating this as a possible Hate Crime which it definitely is. 

More than that, this is also an act of terrorism where a people from a specific community were targeted and shot at along with racial slurs being thrown by the shooter.

This act has shaken the lawful residents of this country on the impact of Gun violence that continues to claim several lives.

Terrorism has no race and the govt. authorities would do their best in declaring this as a terrorist attack to ensure justice is served !",1487918053,1490506453,2510931,True,True,"Gun Violence, Homeland Security & Defense",Take or explain a position on an issue or policy,1488034875,238,100000,99762,open,"Brand the incident in Olathe-Kansas, where 3 people were shot at and an Indian national died, as an act of terrorism",petition,https://petitions.whitehouse.gov/petition/brand-incident-olathe-kansas-where-3-people-were-shot-and-indian-national-died-act-terrorism
19,"We the Indigenous People of Biafra fully support President Donald Trump. We ask for help as we seek our own independence from Nigeria.We seek to have our nation returned to us so we can raise our children in peace and safety.Genocide is occurring against our people at the hands of our own Nigerian government as shown in the Amnesty International video presented to the UN. We are largely a Christian population being singled out for attack by Nigerian backed Boko Haram.Our leader Nnamdi Kanu is being held in a prison by President Muhammadu Buhari under false accusations.Our prayer is that you will help us to realize our dream, one we believe is inspired by God.We are believers in the same Savior as you.We pray for you and believe you are a great man chosen by God for such a time as this.",1487894626,1490483026,2510631,True,True,Foreign Policy,Take or explain a position on an issue or policy,1488021696,997,100000,99003,open,Americans and Biafrans petition President Trump to help restore the Nation of Biafra to the Biafran People.,petition,https://petitions.whitehouse.gov/petition/americans-and-biafrans-petition-president-trump-help-restore-nation-biafra-biafran-people
20,"The fatal shooting of an Indian engineer allegedly gunned down by a Kansas man on Wednesday, February 22nd, 2017,  who said xget out of my countryx must be treated as a hate crime.

We call upon President Donald Trump to state clearly and unequivocally that he denounces this incident.  We would also like the US Department of Justice and local law enforcement to investigate this murder as what it is, a hate crime. Anything less will be an injustice to the victims and their families.",1487978200,1490566600,2511586,True,True,"Civil Rights & Equality, Gun Violence, Immigration",Take or explain a position on an issue or policy,1488004733,50481,100000,49519,open,Indian Engineers  target of Hate Crime.,petition,https://petitions.whitehouse.gov/petition/indian-engineers-target-hate-crime
21,"Pastor Raymond Koh was abducted by at least 5 masked men on February 13th, 2017 near Kuala Lumpur, Malaysia.  Since his abduction, the Malaysian authorities have been very slow to respond to his families requests for a speedy and forthright investigation.  Moreover,  they have not voiced any support for the Christian community in Malaysia or pledged to make sure such attacks stop.  At this juncture, many of the religious freedoms that Christians have enjoyed in Malaysia and its multi-cultural atmosphere could come under increasing attack.  I am asking that the White House and the US government help pressure the Malaysian authorities to use all their resources to find Pastor Koh and to further insure religious freedom within Malaysia.",1487922931,1490511331,2510966,True,True,"Civil Rights & Equality, Foreign Policy",Call on Congress to act on an issue,1487995142,3252,100000,96748,open,"Pastor Raymond Koh was abducted on 2/13/17 in Kuala Lumpur, Malaysia.  Authorities have been very slow to respond.",petition,https://petitions.whitehouse.gov/petition/pastor-raymond-koh-was-abducted-21317-kuala-lumpur-malaysia-authorities-have-been-very-slow-respond
22,"Donald Trump is both an accidental president, and a fringe president (elected by 27%). He is in grave danger x unlike Barack Obama (elected by 26%), Donald Trump is under attack from the Deep State.

xThe enemy of my enemy is my friend.x Our common enemy, across America, is the Deep State.

A violent American Spring is coming, the hundreds of millions of dollars being spent to mobilize protesters who will replicate the violent misbehaviour at Berkeley, across the land.

Please meet with Ron Paul, Dennis Kucinich, Cynthia McKinney, and Robert Steele as soon as possible.",1487952187,1490540587,2511181,True,True,"Civil Rights & Equality, Economy & Jobs, Foreign Policy",Change an existing Administration policy,1487984722,1416,100000,98584,open,Memo4Trump x 100% not 27% x Unity Act Against the Deep State Now!,petition,https://petitions.whitehouse.gov/petition/memo4trump-100-not-27-unity-act-against-deep-state-now
23,"On wednesday night Trump took back almost everything that Obama did to protect lgbt+ rights. During Trumps campaign he vowed to protect lesbian, gay, bisexual, and transgender Americans from violence and oppression. He has now repealed the laws protecting transgender teenagers from having the right to have teachers call them their correct name and pronouns and now teachers are allowed to use birth name and pronouns. Along with this, transgender individuals are no longer allowed to use the bathroom that corresponds to their gender identity. This means that men are now being forced into womens restrooms and the other way around. He has also repealed the protection laws and companies are now legally allowed to refuse service to trans people and are allowed to discriminate in the work place.",1487902108,1490490508,2510746,True,True,"Civil Rights & Equality, Government & Regulatory Reform, Urban Policy",Call on Congress to act on an issue,1487977729,518,100000,99482,open,LGBTQ+ RIGHTS,petition,https://petitions.whitehouse.gov/petition/lgbtq-rights-0
24,"Today I found out that my rights as a transgender male were taken away from me because of trump and the administration , which is quite awful and very scary as a youth to not be able to use any public restroom because of who I am ! And I will fight for those who come after me and those who have come before me , and those who are with me now !",1487879531,1490467931,2510401,True,True,Civil Rights & Equality,Take or explain a position on an issue or policy,1487969425,206,100000,99794,open,Fight For Transgdener Youth,petition,https://petitions.whitehouse.gov/petition/fight-transgdener-youth
25,This petition is to protect the zoned residential area where plans for a mega mosque is to be built.,1487920447,1490508847,2510941,True,True,"Government & Regulatory Reform, Transportation & Infrastructure",Take or explain a position on an issue or policy,1487963404,4293,100000,95707,open,Petition A.G. Jeff Sessions to cancel deal made by Obama DOJ staff in case of Sterling Heights MI mosque in residential,petition,https://petitions.whitehouse.gov/petition/petition-ag-jeff-sessions-cancel-deal-made-obama-doj-staff-case-sterling-heights-mi-mosque-residential
26,"Lyme disease is a silent epidemic causing death and disability in every state in the USA.  In 2015, the CDC estimated that 300,000 new cases of Lyme would be diagnosed every year.  And yet the Zika virus, with only 5,040 reported cases from 1-1-2015 to 2-15-2017, gets more attention and funds from the CDC and Congress. Not only does Lyme cause death, it also bankrupts families, strips doctors of their licenses, and causes incredible pain, suffering, and mental anguish.  Because the CDC does not recognize Chronic Lyme, insurance companies deny treatment.  We have no reliable test, no adequate treatments, and no assurances from the government that this will change.  We want the President and the Congress to investigate what is holding the CDC back from protecting Americans from this disease.",1487717794,1490306194,2509056,True,True,"Budget & Taxes, Government & Regulatory Reform, Health Care",Tell us what the federal government is doing about an issue,1487906876,1147,100000,98853,open,Ask President Trump to urge Congress to investigate the CDC and its handling of Lyme Disease.,petition,https://petitions.whitehouse.gov/petition/ask-president-trump-urge-congress-investigate-cdc-and-its-handling-lyme-disease
27,"Google, which controls 67.5%  of internet searches in the United States is attempting to silence any voice that doesn't coincide with their political views. This incidentally targets some of the biggest voices in alternative media, such as NaturalNews.com and Infowars.com.

This week Google wiped 140,000 Naturalnews.com articles from its database, prohibiting individuals from viewing the sites webpages if searched. Google sent no prior warning. Natural News has stated that they follow all Google terms of service rules and that they do not condone or endorse any techniques that may manipulate Natural News in the search engines. 

This censorship of the Independent Media is a blatant attack on the first amendment rights of users.

Please sign and share this petition.",1487896883,1490485283,2510661,True,True,"Civil Rights & Equality, Innovation: Arts & Technology, Technology & Innovation",Propose a new Administration policy,1487904144,68424,100000,31576,open,Petition to Ban Google's Blatant Suppression of Free Speech,petition,https://petitions.whitehouse.gov/petition/petition-ban-googles-blatant-suppression-free-speech
28,"According to a draft executive order, the administration is planning to remove protections for transgender students in public schools, which allow them to use the bathroom of their choice.  These important protections enable students to live according to their gender identity and help prevent bullying and harassment.  

During the campaign, President Trump expressed support for transgender rights---in particular, for letting transgender people use the bathroom of their choosing.  According to news reports, the proposed change is opposed by Secretary of Education Betsy DeVos.

The proposed executive order is unnecessary, mean-spirited, and would make school less safe for thousands of students.  Please discard this order and preserve the important protections for transgender students.",1487788571,1490376971,2509631,True,True,"Civil Rights & Equality, Education",Change an existing Administration policy,1487895993,230,100000,99770,open,Allow transgender students to use the bathroom of their choice,petition,https://petitions.whitehouse.gov/petition/allow-transgender-students-use-bathroom-their-choice
29,"The Student Loan system in this country has become predatory, inflationary, and is crushing the lives of millions of citizens due to the indefensible removal of bankruptcy protections, statutes of limitations, and other core consumer protections from student loans. 

This is unconstitutional.  It is intolerable, and it will not stand.  The Founders demanded a uniform bankruptcy system ahead of the power to raise an army and declare war when they gave Congress its powers in the  Constitution.  THE STUDENT LOAN DISASTER PROVES THEIR WISDOM.

Republicans who claim to believe in smaller government and free-market principles must agree.  Democrats who claim to believe in fair government and fair lending must also agree.  

Repeal 11 USC 523 (a)(8) IMMEDIATELY!",1485736469,1488328469,2481271,True,False,"Civil Rights & Equality, Education, Government & Regulatory Reform",Call on Congress to act on an issue,1487888900,193,100000,99807,closed,"Level the Playing Field, and Return Standard Bankruptcy Protections to All Student Loans",petition,https://petitions.whitehouse.gov/petition/level-playing-field-and-return-standard-bankruptcy-protections-all-student-loans
30,"On February 23, Press Secretary Sean Spicer indicated the Department of Justice might begin ""greater enforcement"" of federal law in states that have legalized marijuana. But during the campaign President Trump repeatedly pledged that if elected the federal government would respect the rights of states to enact their own cannabis laws. That is a wise policy supported by a growing super-majority of voters. They know that state marijuana legalization laws hurt the cartels, fund our schools and roads, and protect public health and safety. Studies in the Journal of the American Medical Association and others have shown that states with legal and accessible medical and recreational marijuana see a significant reduction in opioid death rates. Please keep your promise to the American people.",1487887610,1490476010,2510496,True,True,"Criminal Justice Reform, Economy & Jobs, Veterans & Military",Take or explain a position on an issue or policy,1487888483,24429,100000,75571,open,Keep your campaign pledge to respect state marijuana legalization laws.,petition,https://petitions.whitehouse.gov/petition/keep-your-campaign-pledge-respect-state-marijuana-legalization-laws
31,"Today, I found out that trump administration has taken away my right to use the restroom that matches the way I view myself. Which leaves me with no public restroom to use. I have already started my transition to appear more masculine, so I cannot enter the woman&#039;s restroom cause I will be questioned and possibly harassed due to how I appear to be and what you are forcing upon our community. All I ask is to move forward with President Obama&#039;s change as to letting people use the restroom that matches the gender they identify as. Not the gender they&#039;re forced to be.",1487877189,1490465589,2510361,True,True,"Civil Rights & Equality, Health Care",Call on Congress to act on an issue,1487878800,43071,100000,56929,open,FIGHT FOR TRANSGENDER RIGHTS,petition,https://petitions.whitehouse.gov/petition/fight-transgender-rights
32,"We the people, of all genders, call on the Education Department and the Justice Department of the current administration to restore the transgender student rights already judged to be inclusive within Title IX, because democracy should extend not rescind civil rights, because transgender rights are human rights, because transgender rights are natural rights, and because natural rights are universal and not inalienable, per the Declaration of Independence and the Constitution. Transgender students in all schools (and transgender citizens in all states) must be granted their natural rights to education without gender bias, to employment without gender bias, to housing without gender bias, to formal gender identity and gender pronoun preference, and to bathroom dignity in all institutions.",1487822313,1490410713,2509966,True,True,"Civil Rights & Equality, Education",Propose a new Administration policy,1487876066,1569,100000,98431,open,Restore Transgender Rights for Students,petition,https://petitions.whitehouse.gov/petition/restore-transgender-rights-students
33,"This petition is in response to the Administration's stance on rescinding the protections for transgender youth in the school bathroom setting. Transgender youth should be able to use the bathroom of their choice to decrease stigma, trauma, and violence towards transgender youth. Over 80% of trans youth feel unsafe in the school setting at some point.  Suicide attempts for trans people are almost 45%. Acceptance of trans youth starts with acknowledging trans youth's rights to exist in the school setting without discrimination. I implore the Administration to support trans youth and the LGBTQ Community.",1487814938,1490403338,2509891,True,True,"Civil Rights & Equality, Education",Propose a new Administration policy,1487871480,297,100000,99703,open,Reinstate School Protections for Transgender Youth,petition,https://petitions.whitehouse.gov/petition/reinstate-school-protections-transgender-youth
34,"We, the people of the United States, demand we hear from our President and White House regarding the dramatic rise of Anti-Semitism and activities against Jewish people. Specifically, the insurgence of bomb threats to our local community centers/schools and the desecration of graveyards is on the rise. Our local University (of MN) has had numerous incidents of swastikas and hate speech directed at Jews in the last few months. What will the White House and our President do regarding this uprising of hatred? Will you TRULY Make America Great Again by SPEAKING OUT against this surging volcano of hatred below our nation?",1487637064,1490225464,2508261,True,True,Civil Rights & Equality,Tell us what the federal government is doing about an issue,1487861593,262,100000,99738,open,Address the rise of Anti-Semitism in the United States (bomb threats and graveyard desecrations).,petition,https://petitions.whitehouse.gov/petition/address-rise-anti-semitism-united-states-bomb-threats-and-graveyard-desecrations
35,"This petition is very important because we as people of the Unites States of America would be recognizing Jerusalem as the capital of Israel by moving the U.S. embassy from Tel-Aviv to Jerusalem. After the embassy is moved to Jerusalem, then other countries would recognize Jerusalem as Israels Capital. It is important because this will show that our relations with Israel are very strong and that our alliance is unbreakable.",1487650049,1490238449,2508486,True,True,"Foreign Policy, Transportation & Infrastructure",Take or explain a position on an issue or policy,1487832849,223,100000,99777,open,Move the US embassy in Israel from Tel Aviv to Jerusalem.,petition,https://petitions.whitehouse.gov/petition/move-us-embassy-israel-tel-aviv-jerusalem-1
36,"Dear Mr. President,

The President of the Republic of Korea, Park Geun-Hye is a legitimate President, who has been elected by the people of Korea. Recently, she was illegally impeached by prosecutors, special investigators, and the Korean National Assembly. 

Without any evidence and deviating from the presumptions of innocence, the prosecutor and even the legislature pursued the impeachment of the President. We as the People of Korea want to inform Mr. Trump and the American people about the unfairness of the impeachment. Because of this impeachment, the President is struggling in the forefront in preserving our country's democratic values.
 
If the Korean National Assembly are impeaching President Park for such governing act, all of the politicians in Korea must be impeached as well.",1487575842,1490164242,2507686,True,True,Foreign Policy,Take or explain a position on an issue or policy,1487786595,1557,100000,98443,open,"The President of the Republic of Korea, Park Geun-Hye shouldn't be impeached by Korean National Assembly!!!",petition,https://petitions.whitehouse.gov/petition/president-republic-korea-park-geun-hye-shouldnt-be-impeached-korean-national-assembly
37,"The 1986 Hughes amendment (as part of the Firearm Owners Protection Act) is an unconstitutional ban that limits law abiding citizens from owning fully automatic weapons that were manufactured past May 19, 1986. Select fire weapons are already very heavily regulated under the 1934 National Firearms Act which requires you to register your gun and submit a tax stamp. Since 1934 there have only been 2 known homicides committed with a legally owned fully automatic firearm and one of them was caused by a police officer. This law does nothing to prevent crime and it raises the price of legal automatic weapons to a ludicrous price due to supply and demand. Repealing the unconstitutional Hughes amendment will restore our second amendment rights that have been under attack for a very long time.",1487545414,1490133814,2507321,True,True,"Civil Rights & Equality, Government & Regulatory Reform, Homeland Security & Defense",Change an existing Administration policy,1487771334,259,100000,99741,open,Repeal the 1986 Hughes amendment,petition,https://petitions.whitehouse.gov/petition/repeal-1986-hughes-amendment-2
38,"The tax payers should not be lining the pockets of the president his children or associates by allowing them to stay at the properties they own or have a stake in.  Nor should the president be allowed to use his Mar Lago ""winter whitehouse"" at tax payer expense.",1486257528,1488849528,2492556,True,True,Budget & Taxes,Call on Congress to act on an issue,1487735392,423,100000,99577,open,The President of the United States nor his children shall use tax payer money to stay at any properties held by them.,petition,https://petitions.whitehouse.gov/petition/president-united-states-nor-his-children-shall-use-tax-payer-money-stay-any-properties-held-them
39,"We ask President Trump to repeal and replace Executive Order 13637xAdministration of Reformed Export Controls , March 8, 2013. This EO blocks the return of WWII/Korea/Vietnam era firearms (M1-Garand, M1-Carbine, M14, etc.) pistols (M1911, Colt 38, etc.) and surplus ammunition . These historic pieces of the American Military rightly belong in the hands of American citizens. In the past, many firearms were sold through the CMP but the available stock is gone or almost gone. Large stores of these firearms are located oversees. The people of the United States should be allowed to purchase these historical firearms. We ask that President Trump immediately revoke E.O. 13637.  We also ask that he issue a new E.O. to allow the return and sale of obsolete rifles, pistols, and ammunition.",1487696616,1490285016,2508736,True,True,"Government & Regulatory Reform, Homeland Security & Defense, Veterans & Military",Change an existing Administration policy,1487712286,4620,100000,95380,open,"Allow US Citizens to purchase obsolete military rifles, pistols, and ammunition by repealing Executive Order 13637",petition,https://petitions.whitehouse.gov/petition/allow-us-citizens-purchase-obsolete-military-rifles-pistols-and-ammunition-repealing-executive-order-13637
