,body,created,deadline,id,isPublic,isSignable,issues,petition_type,reachedPublic,signatureCount,signatureThreshold,signaturesNeeded,status,title,type,url
144,"This new policy is doing harm to the US for the following reasons:

1. It is against our economic interest. Many professionals with talent are impacted. Other nations will attract new talents and the US will be disadvantaged. 
2. It is changing how the world views America as the land of the free. 
3. It is diverting resources to a futile policy that is not evidence based in protecting our national security.
4. It will trigger reciprocal actions from multiple other nations and US citizens will face obstacles while travelling.
5. The policy is putting the lives and unity of many families with legal immigrants at risk.
6. It is simply NOT AMERICAN. This is not who we are!

Please help us protect our economic interests and save our reputation as a stronghold for human rights.",1485636727,1488228727,2477096,True,False,"Civil Rights & Equality, Homeland Security & Defense, Immigration",Call on Congress to act on an issue,1486732083,720,100000,99280,closed,Stop President Trumpxs Order to Blocks Arrival at Airports for Visa and Green Card Holders,petition,https://petitions.whitehouse.gov/petition/stop-president-trumps-order-blocks-arrival-airports-visa-and-green-card-holders
145,"This is un-American to ban valid visa holder &amp; green card (permanent resident) holders based on nationality and religion from entering the United States. This will destroys millions of lives and break countless families. This ban is punishing innocent people based on their nationality and religion. 
Therefore it will not promote America&#039;s interest and security at home and abroad. This is not the action of a superpower. This is a divisive policy promoting fear and hatred at home and abroad.   
This executive order should be repealed.",1485639621,1488231621,2477311,True,False,"Civil Rights & Equality, Foreign Policy, Immigration",Change an existing Administration policy,1486731767,479,100000,99521,closed,"Cancel executive order banning people of Iran, Iraq, Libya, Somalia, Syria, Sudan, Yemen (# Muslim Ban).",petition,https://petitions.whitehouse.gov/petition/cancel-executive-order-banning-people-iran-iraq-libya-somalia-syria-sudan-yemen-muslim-ban
146,"TRUMP:  dangerously MENTALLY ILL and temperamentally UNFIT TO SERVE as president;  a clear and present threat to US citizens. The stability and future of our nation hang delicately in the balance as we fearfully bear witness to his indisputable MALIGNANT NARCISSISM. He is xenophobic, a pathological liar, erratic, manipulative &amp;amp;amp; passive-aggressive. Has violated the Constitution by silencing The Press, disregarding the wall of church and state (1stAm); requiring a religious test as a qualification for public trust (Art-6). Refutes transparency, divesting; encourages violating the 14th Amendment; malevolence to federal alienage policies; morally corrupt; collusive; fanatical. WE THE PEOPLE peremptorily summon Congress: make a motion to invoke the 25th to preempt our destruction.",1485637465,1488229465,2477156,True,False,"Civil Rights & Equality, Government & Regulatory Reform, Homeland Security & Defense",Call on Congress to act on an issue,1486731675,628,100000,99372,closed,"TRUMP Dangerously Mentally Ill and UNFIT TO SERVE.

Invoke the 25th Amendment. Stop The Insanity.",petition,https://petitions.whitehouse.gov/petition/trump-dangerously-mentally-ill-and-unfit-serve-invoke-25th-amendment-stop-insanity
147,"Refugees are already extremely well vetted in a process that on average lasts anywhere from 18 to 24 months, and includes multiple interviews, multi-agency and UN background checks and a medical exam.  The ban turns American backs on the unconscionable suffering of others.   The religious preference in the ban is unlawful, unconstitutional, and unAmerican.  The ban is immoral, inhumane, illegal and ultimately will not make the United States any safer.  Reverse the ban.",1485632202,1488224202,2476811,True,False,"Civil Rights & Equality, Homeland Security & Defense, Immigration",Change an existing Administration policy,1486731291,323,100000,99677,closed,Reverse the Refugee Ban,petition,https://petitions.whitehouse.gov/petition/reverse-refugee-ban
148,"This petition is for all U.S.F.S. Wildland Firefighters who put their lives on the line fighting fire but are not recognized by our government as firefighters.  

The Federal Wildland Firefighter Recognition Act was introduced by Representative Doug LaMalfa and 11 co-sponsors on July 29, 2015 under H.R. 3363.   As of this date, no action has been taken.",1485471156,1488063156,2471116,True,False,"Government & Regulatory Reform, Homeland Security & Defense",Call on Congress to act on an issue,1486728122,290,100000,99710,closed,Federal Wildland Firefighters are not Forestry Technicians,petition,https://petitions.whitehouse.gov/petition/federal-wildland-firefighters-are-not-forestry-technicians
149,"Barring refugees from entry into a country based on their faith is the opposite of true Christian values. Being Christian is a religion - it should not entitle you to rights in this country that others do not have. It&#039;s impossible for me to ignore the parallels with how the Jews were treated in the 30&#039;s in Germany or how the Japanese were treated in America during WWII, with how Americans are beginning to treat Muslims. These are dark marks on our history and we are starting to repeat them

Most terrorist attacks were perpetrated by US citizens or people who were already in this country for many years legally. All this action will do is drive more people into extremism, which will further endanger American citizens as an entire faith of people are persecuted.",1485620856,1488212856,2476221,True,False,"Civil Rights & Equality, Homeland Security & Defense, Immigration",Change an existing Administration policy,1486726647,269,100000,99731,closed,Immediately rescind the executive order on immigration that blocks refugees and Syrians,petition,https://petitions.whitehouse.gov/petition/immediately-rescind-executive-order-immigration-blocks-refugees-and-syrians
150,"The signatories here demand that the President of the United States rescind the ""Protecting the Nation From Foreign Terrorist Entry Into the United States"" Executive Order that unnecessarily bans all citizens from seven Muslim countries from entering the United States. This order will not only be ineffective but counterproductive in protecting our nation. It breaks the longstanding tradition of our great country graciously welcoming those who wish to depart their native lands for the opportunities provided by our own. As has been said for generations:

""Give me your tired, your poor,
Your huddled masses yearning to breathe free,
The wretched refuse of your teeming shore.
Send these, the homeless, tempest-tost to me,
I lift my lamp beside the golden door!""",1485631392,1488223392,2476746,True,False,"Civil Rights & Equality, Foreign Policy, Immigration",Change an existing Administration policy,1486726129,397,100000,99603,closed,Rescind the Recent Executive Order Banning Citizens from Seven Muslim Countries from Entering the United States,petition,https://petitions.whitehouse.gov/petition/rescind-recent-executive-order-banning-citizens-seven-muslim-countries-entering-united-states
151,"We can help you bring us together on the most important issue facing humankind. More than 97% of climate scientists have given you a flying start. Theyxve proven that global warming is real, and we are causing it by burning too much fossil fuel. Backed by that scientific consensus, please demonstrate your leadership ability by bringing climate change doubters onboard. Eighteen US scientific organizations and the National Academies of Science from 80 countries want to help you. They already support the consensus view. 

Every major religious faith acknowledges that human-caused climate change is not a hoax. 

The Paris Climate Accord you vowed to ax--the one all 195 participating UNFCCC member states and the EU unanimously support? Please donxt rip that togetherness apart!",1485144867,1487736867,2451241,True,False,"Energy & Environment, Foreign Policy, Government & Regulatory Reform",Change an existing Administration policy,1486721588,251,100000,99749,closed,Please Don't Rip the 195-Country Unity Apart by Scuttling the Paris Climate Accord,petition,https://petitions.whitehouse.gov/petition/please-dont-rip-195-country-unity-apart-scuttling-paris-climate-accord
152,"The President's executive order suspending refugee resettlement, banning entry to the U.S. of nationals of selected countries, and instituting a religious litmus test, is in opposition to American law and values and is not supported by facts.  We call upon the President to immediately reverse this action.",1485623428,1488215428,2476346,True,False,"Homeland Security & Defense, Immigration",Change an existing Administration policy,1486718431,945,100000,99055,closed,Reverse Executive Order on Refugee Resettlement,petition,https://petitions.whitehouse.gov/petition/reverse-executive-order-refugee-resettlement
153,"We the people are requesting President Trump to proclaim a ""National Day of Fasting"" on May 5th. President Trump stated in his inauguration speech, ""The Bible tells us how good and pleasant it is when God's people live together in unity."" We believe that this day of fasting would be a call for our nation to unify, &amp; turn their hearts toward God to see division, and prejudice end. On March 30th, 1863, President Abraham Lincoln proclaimed a national day of fasting, prayer and humbling ourselves before God. The following 28 years were the only years that America experienced an economic surplus. To see our nation's economy return to a place of being the head, and not the tail, where we lend and do not borrow--we will need to ask for God's help.
God Bless America, &amp; God Bless President Trump.",1485530854,1488122854,2473176,True,False,Civil Rights & Equality,Propose a new Administration policy,1486716456,460,100000,99540,closed,We the People ask President Trump to Proclaim a National Day of Fasting,petition,https://petitions.whitehouse.gov/petition/we-people-ask-president-trump-proclaim-national-day-fasting
154,"If the President or anyone from his administration knowingly disseminate false information without due diligence or fact checking, that person should be held accountable by issuing an apology to the American people, correcting the statement, and/or be subject to discipline including termination of employment.",1485308909,1487900909,2461666,True,False,Government & Regulatory Reform,Propose a new Administration policy,1486715871,315,100000,99685,closed,Truth in Government,petition,https://petitions.whitehouse.gov/petition/truth-government
155,"This petition requests that the White House repeal this executive order, ""Protecting the Nation From Foreign Terrorist Entry Into the United States.""  Whether well intentioned or not, the order discriminates against immigrants and refugees on the basis of their religion. It is ineffective, unconstitutional, and a violation of the American values and premise on which this country was founded.",1485622613,1488214613,2476311,True,False,"Civil Rights & Equality, Homeland Security & Defense, Immigration",Change an existing Administration policy,1486714725,678,100000,99322,closed,"Repeal Muslim Immigration Ban: Exec Order, ""Protecting the Nation From Foreign Terrorist Entry Into the United States.""",petition,https://petitions.whitehouse.gov/petition/repeal-muslim-immigration-ban-exec-order-protecting-nation-foreign-terrorist-entry-united-states
156,"Many Muslims in the seven countries from which they are now barred from immigrating have worked courageously for the US under dangerous conditions, or they have been attacked by their own governments and risk death if they remain. The executive order signed during the night of January 27, 2017, resulted in the detention of people who had already been vetted and cleared to come to the US and were in the air at the time the executive order was signed. Detaining them is cruel and pointless. It shames the US. We ask that this order be immediately rescinded and that the people wrongly detained be released to join their families.",1485618409,1488210409,2476091,True,False,"Civil Rights & Equality, Homeland Security & Defense, Immigration",Change an existing Administration policy,1486714724,579,100000,99421,closed,Immediately rescind order barring Muslim immigrants,petition,https://petitions.whitehouse.gov/petition/immediately-rescind-order-barring-muslim-immigrants
157,Niki is from Iran and went back home for winter break. She was trying to fly back to Boston last night. She was denied access to her connecting flight to the U.S. and sent back home to Iran. Niki has a student visa and is an extremely active part of the MIT community. Please help her come back to MIT.,1485631165,1488223165,2476731,True,False,"Civil Rights & Equality, Education, Immigration",Change an existing Administration policy,1486713113,13285,100000,86715,closed,"Bring Niki Mossafer Rahmati, a current MIT student from Iran, back to the US",petition,https://petitions.whitehouse.gov/petition/bring-niki-mossafer-rahmati-current-mit-student-iran-back-us
158,"Continued ignorance of and inattention to the felonious crimes of the medical, pharmaceutical, and health insurance establishment will, very likely before the end of President Trump's first term, utterly destroy from sheer complacency the entire economy, all government budgets, and the American way of life in all its forms. The concupiscent and cowardly acquiescence in allowing the economic destruction of the Nation will end any chance for the Nation to survive. This is not politics. This is not greed. This is not fear. This is not hatred. THIS IS MATHEMATICS!",1485574916,1488166916,2475236,True,False,"Budget & Taxes, Economy & Jobs, Government & Regulatory Reform",Propose a new Administration policy,1486711283,371,100000,99629,closed,A Policy of Prosecuting All Businesses in Health Care Now in Violation of 15 USC Ch. 1 to the Fullest Extent of the Law,petition,https://petitions.whitehouse.gov/petition/policy-prosecuting-all-businesses-health-care-now-violation-15-usc-ch-1-fullest-extent-law
159,"We ask that the President repeal his executive order which shamefully bans refugees from entering the United States, and which bans already authorized visa-holders from seven countries while simultaneously creating an unconstitutional religious test for future refugees.",1485606247,1488198247,2475781,True,False,"Foreign Policy, Homeland Security & Defense, Immigration",Change an existing Administration policy,1486705945,2472,100000,97528,closed,Repeal Executive Order Banning Refugees and Visa Holders,petition,https://petitions.whitehouse.gov/petition/repeal-executive-order-banning-refugees-and-visa-holders
160,"President Trump plans to sign an Executive Order banning Iranians from entering the United States.
I am shocked and appalled by reports that you intend to sign an Executive Order to ban access to the U.S. for some visa holders from Iran.
This would be a fundamental challenge to what America is supposed to represent. You would be directly targeting my friends and family in the Iranian-American community and other communities. You would be inflicting real pain on real people. Many Iranian Americans, like most Americans, immigrated here for a brighter future based on the promise that American has represented for centuries. You risk throwing that all away and taking us down a slippery slope towards a dark future. (quoted from AIC statement)",1485539622,1488131622,2473716,True,False,"Civil Rights & Equality, Foreign Policy, Immigration",Take or explain a position on an issue or policy,1486698725,6829,100000,93171,closed,"President Trump, Do not ban Iranian from entering the United State.",petition,https://petitions.whitehouse.gov/petition/president-trump-do-not-ban-iranian-entering-united-state
161,"In order to align with President Trump&#039;s affirmation that  the U.S. should not pick xwinners and losersx in the energy department, this petition is to increase the 200,000 vehicle limit to 400,000 in the Plug-In Electric Drive Vehicle Credit.  This is the IRS code which allows for an up to $7500 tax credit for Electric Vehicle (EV) purchase.  This subsidy brings the EV industry closer into balance with the subsidies the fossil fuel industries gets.",1485062862,1487654862,2446161,True,False,"Energy & Environment, Technology & Innovation, Transportation & Infrastructure",Change an existing Administration policy,1486698619,203,100000,99797,closed,"Increase the 200,000 vehicle limit to 400,000 in the Plug-In Electric Drive Vehicle Credit (irc 30d)",petition,https://petitions.whitehouse.gov/petition/increase-200000-vehicle-limit-400000-plug-electric-drive-vehicle-credit-irc-30d
162,"""A right delayed is a right denied.""  ~Martin Luther King, Jr.

Currently, the National Firearms Act requires the BATFE to collect a tax on and process the paperwork for the transfer of many popular types of firearms. Unfortunately, the way in which the BATFE handles this responsibility had an unconstitutional chilling effect on the ownership of many popular firearms with many transfers taking as long as ten months to complete.

This petition asks the President to use his executive authority to order the BATFE to process all NFA paperwork within a 72 hour period in line with existing NICS statute.",1485456734,1488048734,2470276,True,False,"Civil Rights & Equality, Government & Regulatory Reform",Propose a new Administration policy,1486691398,345,100000,99655,closed,Direct the BATFE to expedite NFA processing,petition,https://petitions.whitehouse.gov/petition/direct-batfe-expedite-nfa-processing
163,"The FDA is trying to put Sam in jail for 58 YEARS for a labeling infraction. Please sign and share this petition far and wide. His trial is 2/27/17 and we need 100,000 signatures to get Trump&#039;s attention before then!

Basic story here: http://www.davidgumpert.com/2783-2

Indictment here with explanations: http://www.kyfreepress.com/2017/01/fda-girod-indictment/

Local CBS affiliate story here: http://www.wkyt.com/content/news/WKYT-Investigation-Amish-farmer-in-jail-awaiting-trial-facing-time-in-federal-prison-411915635.html

Updates coming asap!",1485536093,1488128093,2473491,True,False,"Civil Rights & Equality, Criminal Justice Reform, Government & Regulatory Reform",Take or explain a position on an issue or policy,1486689696,644,100000,99356,closed,Free KY Amish Farmer Samuel Girod,petition,https://petitions.whitehouse.gov/petition/free-ky-amish-farmer-samuel-girod
164,"WE, THE UNDERSIGNED CITIZENS OF THE U.S. SINCERELY BELIEVE OUR REPUBLICAN FORM OF GOVERNMENT HAS BEEN/AND IS BEING ASSAULTED BY ACTS THAT ARE AND HAVE BEEN CALCULATED TO OVERTHROW THE LAWFUL GOVERNMENT OF THE U.S., TOGETHER WITH ACTS/ATTEMPTS TO INCITE INSURRECTION, CREATE CIVIL UNREST AND OTHERWISE INTERFERE WITH OUR SOVEREIGN FIRST AMENDMENT EXERCISE OF A FREE AND HONEST FORM OF SELF-GOVERNMENT, BY:
GEORGE SOROS, HIS ACCOMPLICES, CONSPIRATORS, CO-CONSPIRATORS, HENCHMAN, ASSOCIATES, ORGANIZATIONS, ENABLERS, SURROGATES, AND EXTENSIONS THEREOF, INCLUDING BUT NOT LIMITED TO HILLARY RODHAM CLINTON, BARACK HUSSEIN OBAMA, CURRENT AND FORMER REPRESENTATIVES OF NATIONAL INTELLIGENCE, CIA, MEDIA, MILITARY, MEMBERS OF THE U.S. CONGRESS AND COMPLICIT STATE AND FEDERAL OFFICIALS.",1485445978,1488037978,2469536,True,False,"Civil Rights & Equality, Criminal Justice Reform, Homeland Security & Defense",Propose a new Administration policy,1486689452,2270,100000,97730,closed,"PETITION To President Donald J. Trump, Attorney General Jeff Sessions To Investigate/Prosecute  George Soros, Et. Al.",petition,https://petitions.whitehouse.gov/petition/petition-president-donald-j-trump-attorney-general-jeff-sessions-investigateprosecute-george-soros-et-al
165,We the people are making a call to Vice President Pence and all sitting members in Washington. We the people are demanding that you invoke The 25th Amendment Section 4. You have sworn an oath to protect the citizens of this country whether it be from a foreign or domestic threat. You have a sworn duty to protect the core values  and beliefs that America was built on. You have a sworn duty to protect the American people from a leader that lacks the mental capacity and stability to run this nation. You are currently breaking the oaths you have sworn to the American people. The American people call into question Donald Trump's mental capability to be the leader of the free world and are demanding of Congress to do the same. You swore an oath.,1485448882,1488040882,2469756,True,False,"Civil Rights & Equality, Government & Regulatory Reform, Homeland Security & Defense",Call on Congress to act on an issue,1486685104,254,100000,99746,closed,A call to Vice President Pence and sitting members in Washington to invoke the 25th Amendment Section 4,petition,https://petitions.whitehouse.gov/petition/call-vice-president-pence-and-sitting-members-washington-invoke-25th-amendment-section-4
166,"We the People want to see Constitutional Carry,  to remove regulations on our God given 2nd amendment rights and provide protection against threats to our selves, family and national security. What ever happened to SHALL NOT BE INFRINGED",1485469624,1488061624,2471051,True,False,"Government & Regulatory Reform, Homeland Security & Defense, Veterans & Military",Propose a new Administration policy,1486683659,978,100000,99022,closed,We the People want to see Constitutional Carry in America,petition,https://petitions.whitehouse.gov/petition/we-people-want-see-constitutional-carry-america
167,"The lack of an immediate and concrete plan for replacement of the ACA will cause insurance markets to destabilize, premiums to increase, and millions of working families to lose coverage. A repeal will also increase taxes on the middle class and roll back consumer protections. 

Before we take away health care coverage from millions of people, President Trump needs to show us a plan that helps ALL Americans. 

It's too dangerous to play politics when the lives of Americans are at stake.",1485070516,1487662516,2446556,True,False,Health Care,Take or explain a position on an issue or policy,1486678666,250,100000,99750,closed,Don't repeal the Affordable Care Act without replacement,petition,https://petitions.whitehouse.gov/petition/dont-repeal-affordable-care-act-without-replacement
168,"There is an epidemic of addiction sweeping the United States and we need every tool available to save our kids. A powerful tool is Caseyxs Law. The law, recently passed in Kentucky and Ohio, allows families to petition the court to get treatment for a loved one who has refused to get help on their own. Addicts often refuse help, spiraling out of control until it is too late. That is what happened to Charlotte Wethingtonxs son, Casey. He died of a heroin overdose. Charlotte felt had she been able to get Casey court ordered treatment, hexd still be here. She is fighting to get Caseyxs Law passed at the federal level. In the meantime, people across the country are trying to get Caseyxs Law passed state-by-state.",1485534671,1488126671,2473371,True,False,Criminal Justice Reform,Call on Congress to act on an issue,1486678099,281,100000,99719,closed,Help families combat the addiction epidemic.,petition,https://petitions.whitehouse.gov/petition/help-families-combat-addiction-epidemic
169,"We need transparency in our government.  We need the EPA to do it&#039;s job to protect us from pollution and to protect the environment for our children and grandchildren. 

The job of the EPA is to protect the people, not corporations. We need to know if the current administration is stopping the EPA from doing it&#039;s job.  The media blackout is designed to keep us from knowing.",1485351070,1487943070,2463996,True,False,"Energy & Environment, Government & Regulatory Reform",Change an existing Administration policy,1486672294,237,100000,99763,closed,End the media blackout  on the Environmental Protection Agency (EPA).,petition,https://petitions.whitehouse.gov/petition/end-media-blackout-environmental-protection-agency-epa
170,"End Americas Oil dependence now! For the past 100 years the economy has been driven by oil. Declassifying Nikola Teslas work will lead to a clean and profitable alternative putting America at the forefront of energy technology. The American people deserve to research Free and Clean Energy to end the hold of Oil Dependence leading to discoveries that do not depend on finite resources. It would change the face of nation into becoming the world leader in innovation and technology propelling us into a new Era. Operation Paperclip has siphoned Trillions if not quadrillions of dollars into secret access defense contract programs. The American People must know the truth about where their missing 2.3 Trillion+ Tax dollars are going, and the Military Industrial Complex. It is time for America First",1485475881,1488067881,2471371,True,False,"Economy & Jobs, Energy & Environment, Innovation: Arts & Technology",Call on Congress to act on an issue,1486641208,786,100000,99214,closed,Full Disclosure Now! - Reveal and declassify 100 year old classified Tesla Patents for free energy motors.,petition,https://petitions.whitehouse.gov/petition/full-disclosure-now-reveal-and-declassify-100-year-old-classified-tesla-patents-free-energy-motors
171,Steve Bannon does not represent the values of the people of this Country and must be removed from his position immediately.,1485482295,1488074295,2471761,True,False,Government & Regulatory Reform,Change an existing Administration policy,1486636322,864,100000,99136,closed,Remove Steve Bannon from the People's White House,petition,https://petitions.whitehouse.gov/petition/remove-steve-bannon-peoples-white-house
172,"Since Trump&#039;s inauguration, his administration has placed gag bans and lockdowns on several scientific and environmental agencies such as the EPA, FDA, USDA, the National Parks Service and several other organizations from Cabinet-level on down. This is unacceptable. These organizations all work towards our safety: climate change, environment, medicine, food etc. There is no valid reason for these gag orders but to control the flow of information to the public which funds them. These are purely political moves for political gain since this is the most business-loving administration in US history.  xWhen you tear out a man&#039;s tongue, you are not proving him a liar, you&#039;re only telling the world that you fear what he might say.x George R.R. Martin, A Clash of Kings",1485359581,1487951581,2464656,True,False,"Energy & Environment, Government & Regulatory Reform, Health Care",Change an existing Administration policy,1486633877,306,100000,99694,closed,"Repeal the gag bans on the EPA, FDA, USDA, NASA, National Parks Service, and all other public government offices.",petition,https://petitions.whitehouse.gov/petition/repeal-gag-bans-epa-fda-usda-nasa-national-parks-service-and-all-other-public-government-offices
173,"Throughout the presidential election campaign, then candidate Donald Trump repeatedly promised to, immediately upon taking the oath of office, repeal President Barrack Obama's executive amnesty for illegal immigrants who arrived in the US as children. Now that he is president, we the people call on Mr. Trump to fulfill his promise and make it clear that anyone who comes here illegally has committed a crime for which they will not be rewarded with citizenship.",1485313756,1487905756,2462201,True,False,Immigration,Change an existing Administration policy,1486632815,288,100000,99712,closed,Fulfill you campaign promise to repeal DACA (Deferred Action for Childhood Arrivals),petition,https://petitions.whitehouse.gov/petition/fulfill-you-campaign-promise-repeal-daca-deferred-action-childhood-arrivals
174,"A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed. Clearly the state of California does NOT know this meaning. We are being infringed upon like no other. California politicians speak blasphemy about a topic they know nothing of and pass laws that only hurt the law abiding citizen. We compromise a little everytime and it seems to not be enough for these tyrants since they clearly DO NOT obey the LAW of the land, the United States Constitution.",1485464393,1488056393,2470771,True,False,"Civil Rights & Equality, Government & Regulatory Reform, Homeland Security & Defense",Call on Congress to act on an issue,1486624748,3615,100000,96385,closed,California gun laws are UNCONSTITUTIONAL.,petition,https://petitions.whitehouse.gov/petition/california-gun-laws-are-unconstitutional
175,"Motorcycles have nothing to do with beef. There is no reason to include them in the list of 85 proposed  items which consists entirely of food items. Small to medium motorcycles are the lifeblood of motorsports in the United States. Thousands of spectators enjoy Supercross, Motocross and Enduro competitions, not counting the millions who watch on broadcast television and cable, and thousands who enjoy the sport themselves including children. In addition to dirt bikes, this includes smaller street and race bikes, scooters and mopeds. Many new motorcyclists get started on smaller motorcycles. It is a healthy outlet for the energy of our younger generation. This will also put out of business many small dealerships in the United States who sell 50 cc to 500 cc motorcycles imported from Europe.",1485150840,1487742840,2451521,True,False,"Economy & Jobs, Foreign Policy, Transportation & Infrastructure",Take or explain a position on an issue or policy,1486618643,332,100000,99668,closed,Do not impose a 100% tariff on motorcycles 50 cc to 500 cc as part of the beef trade dispute with Europe.,petition,https://petitions.whitehouse.gov/petition/do-not-impose-100-tariff-motorcycles-50-cc-500-cc-part-beef-trade-dispute-europe
176,"We are asking that while we are aware that things cannot continue &quot;status quo&quot; we can&#039;t turn our backs on the safety of the Cubans in Central America. We request that the Senators and President Trump enact an order that will provide amnesty to Cubans who have a passport stamped leaving Cuba prior to January 12, 2017 and they were in transit to USA when the &quot;Wet foot, Dry foot&quot; Policy was repealed. Cubans under this amnesty will be processed through all the legal immigration laws that are required in the USA. This will also send a message that if any Cuban citizen are thinking about starting the trip USA have a process that you have to do that it is no longer &quot;status quo&quot;. Please assist Cubans in Central America  who are going through a humanitarian crisis",1485422660,1488014660,2468821,True,False,"Civil Rights & Equality, Homeland Security & Defense, Immigration",Take or explain a position on an issue or policy,1486612993,609,100000,99391,closed,AMNESTY TO CUBANS IN CENTRAL AMERICA WHO LEFT CUBA BEFORE JANUARY 12 2017 WHEN THE WET FOOT DRY FOOT POLICY WAS REPEALED,petition,https://petitions.whitehouse.gov/petition/amnesty-cubans-central-america-who-left-cuba-january-12-2017-when-wet-foot-dry-foot-policy-was-repealed
177,"The Dakota Access Pipeline (also known as the Bakken Oil Pipeline) will contaminate the water supply of thousands. The Pipeline would carry crude oil through farmlands, natural areas, towns, and tribal lands. 

We ask that construction of the Pipeline be stopped once and for all.",1485398086,1487990086,2467956,True,False,"Energy & Environment, Health Care, Technology & Innovation",Call on Congress to act on an issue,1486605410,678,100000,99322,closed,Stop the Dakota Access Pipeline,petition,https://petitions.whitehouse.gov/petition/stop-dakota-access-pipeline-2
178,"President Trump has signed into law the Revival of construction on the Dakota Access Pipeline and Keystone Pipeline. Additional legislation expedites the environmental permitting process for infrastructure projects related to the pipelines. 

We the people believe the actions reviving the pipelines should be repealed for these reasons:
1. Our national energy dependency on fossil fuels contributes to climate change and is unsustainable for future generations. 
2. The construction of the DAPL pipeline trespasses on the sovereign land of the Standing Rock Sioux Reservation.
3. The $100,000 fundraising effort by Kelcy Warren, Energy Transfer Partners CEO,  to the Republican Party on behalf of President Trump&#039;s campaign in 2016 is a conflict of interest.",1485321737,1487913737,2463031,True,False,"Economy & Jobs, Energy & Environment, Transportation & Infrastructure",Change an existing Administration policy,1486596559,279,100000,99721,closed,Repeal Executive Orders Reviving Construction on Dakota Access and Keystone XL Pipelines,petition,https://petitions.whitehouse.gov/petition/repeal-executive-orders-reviving-construction-dakota-access-and-keystone-xl-pipelines
179,The law abiding citizens of California are being systematically stripped of their second amendment rights by The Democratic majority pushing their agenda to rid the state of guns in a way that is biased and one-sided.,1485400242,1487992242,2468051,True,False,"Civil Rights & Equality, Criminal Justice Reform, Government & Regulatory Reform",Call on Congress to act on an issue,1486593974,10805,100000,89195,closed,Repeal the new 2016-2017 unconstitutional gun bans in California and restore the people's 2A rights.,petition,https://petitions.whitehouse.gov/petition/repeal-new-2016-2017-unconstitutional-gun-bans-california-and-restore-peoples-2a-rights
180,"The administration recently placed gag orders on the Park Service, EPA, and USDA. Sign this petition to ask the administration to remove these gag orders.",1485301453,1487893453,2460911,True,False,"Energy & Environment, Government & Regulatory Reform",Change an existing Administration policy,1486589848,255,100000,99745,closed,Remove the gag order on Federal Agency public interfacing and allow the agencies to communicate freely with the public.,petition,https://petitions.whitehouse.gov/petition/remove-gag-order-federal-agency-public-interfacing-and-allow-agencies-communicate-freely-public
181,"The potential dangers of man-made climate change are too serious to ignore. Although those of us over the age of 60 are unlikely to suffer any serious effects, the possible effects on our children and our children's children are  severe.

We call on the government to establish a blue-ribbon panel composed of members of the National Academy of Sciences to advise the President and senior administration officials on issues related to climate change. These include the  likely effects of climate change if no effort is made to mitigate it and the costs and benefits of different approaches to mitigation.",1485001543,1487593543,2441186,True,False,Energy & Environment,Change an existing Administration policy,1486588526,264,100000,99736,closed,Establish a panel of scientists to advise the President on issues related to climate change.,petition,https://petitions.whitehouse.gov/petition/establish-panel-scientists-advise-president-issues-related-climate-change
182,"We are asking that while we are aware that things cannot continue ""status quo""  we can't turn our backs on the safety of the Cubans in Nuevo Laredo.  We request that the Senators and President Trump enact an order that will provide amnesty to Cubans who have a passport stamped leaving Cuba prior to January 12 and are in transit to USA.  Cubans under this amnesty will be processed through all the legal immigration laws that are required in the USA.  This will also send a message that if you are thinking about starting the trip we have a process that you have to do that it is no longer ""status quo"".  Please assist us in any way possible please.  As of 01/25/2017 the number at Nuevo Laredo Mexico waitin to cross is at 900.",1485384602,1487976602,2467066,True,False,"Civil Rights & Equality, Foreign Policy, Immigration",Call on Congress to act on an issue,1486588321,17864,100000,82136,closed,AMNESTY TO CUBANS STUCK IN TRANSIT THAT LEFT CUBAN PRIOR TO JANUARY 12TH AND ARE IN LIMBO IN MEXICO,petition,https://petitions.whitehouse.gov/petition/amnesty-cubans-stuck-transit-left-cuban-prior-january-12th-and-are-limbo-mexico
183,"Every child born in this country and every American citizen has a right to their medical history and any documentation that the government maintains in their own name.  These basic human rights are denied to adopted children.  While many states are allowing some adoptees access to their original birth certificates under special circumstances, many laws exist allowing for the adopted person's information to be redacted.  There is no reason for this discrimination.  Please allow adoptees to request and obtain their original birth certificates in full as all other Americans have access to do the same.",1484938811,1487530811,2434941,True,False,"Civil Rights & Equality, Government & Regulatory Reform, Health Care",Call on Congress to act on an issue,1486582173,279,100000,99721,closed,Allow Adoptees Access to their Original Birth Certificates,petition,https://petitions.whitehouse.gov/petition/allow-adoptees-access-their-original-birth-certificates
