,profile,url,tweet_bags
10,Jill Stein,https://twitter.com/DrJillStein,"Legendary housing-rights organizer @CheriHonkala is running in a special election this Tues + needs backup! #Philly http://www.cheri197.com/donate?https://twitter.com/CheriHonkala/status/827540348993957888?? Gerrymandering is killing competitive elections in US. Solution: independently drawn multi-member districts with #RankedChoiceVoting. Continuing their war on democracy, the @dailykos - which bans users from discussing Greens - left out that @CheriHonkala is in this race.https://twitter.com/DKElections/status/842766155404247041?? The current US voting system produces noncompetitive elections, polarized parties & unrepresentative government.http://www.fairvote.org/gerrymandering_and_its_effect_on_fair_representation?? Did you know @CheriHonkala's grassroots campaign does not take corporate cash? It's powered by people like U! #WeAreThe197 #NotMeUs #Phillypic.twitter.com/9lsPXVydzF Invite your friends to like the fastest growing political party @facebook page in Minnesota! Help grow the Greens: http://www.facebook.com/MnGreens?pic.twitter.com/Gg9QlCBRK8 Being poor shouldn't mean you deserve to get kicked out of 
your home. If you agree ---> http://cheri197.com/events?
#WeAreThe197 #Phillypic.twitter.com/eksxPhCVOv Dutch election, with a system that gives voters freedom of choice & makes voting easy, had 81% turnout. US election: 55%. #VotingJustice The Dutch have 28 parties to choose from. They get seats proportional to their % of votes. Real democracy needs #ProportionalRepresentation. Congrats to Dutch Greens @GroenLinks/@jesseklaver on historic wins & defeating right wing nationalists! #WeAreGreenhttp://www.theguardian.com/world/2017/mar/15/dutch-elections-greenleft-jesse-klaver?? Congratulations to Dutch Greens @groenlinks for winning big w/ a pro-refugee, internationalist message! #GreenSurgehttp://www.independent.co.uk/news/world/europe/netherlands-dutch-election-green-left-party-geert-wilders-mark-rutte-a7632451.html?? Retweet if you want to send Green  Kenneth Mejia (@25forcongress) to congress! It's time for universal healthcare, 100% clean energy & more!pic.twitter.com/iRGplIric5 In a bipartisan 59-12 vote, the Utah House passed a bill to use #RankedChoiceVoting in UT elections. #VotingJusticehttp://www.fairvote.org/utah_house_passes_bipartisan_ranked_choice_voting_bill?? Don't live in Philly? We need Greens from all over making calls & donations for @CheriHonkala! Let's make herstory.http://www.gp.org/help_cheri_honkala?? I just made a donation to @CheriHonkala's @OurRevolution-endorsed campaign. If you believe in human rights donate tohttp://cheri197.com/donate? Green endorsed @SamPreeStinson's justice oriented housing platform is catching people's attention. #WeAreGreenhttps://www.tcdailyplanet.net/a-seat-at-the-table-samantha-pree-stinson-brings-holistic-approach-to-gentrification-and-accountability-in-ward-3-race/?? Rare screening 1030am @fleshbloodfilm at the Lamar Alamo TODAY!!! With @DrJillStein & @CheriHonkala in attendance! #radicalwomen #SXSW LIVE on #Periscope: Live from #SXSW: Mark Webber discusses his film Flesh and Blood with his mother, Cheri Honkala,?https://www.periscope.tv/w/a5RSaDk4MDM1MnwxZFJKWlBBcmRQYktCr46O4poC7ftcBQtmn5aq3zYdNzsrIY5ckxLzvvBlp40=?? Want the truth about Russia, the Green Party, and the Democrats' accusations? Here it is:https://consortiumnews.com/2017/03/09/democrats-mccarthyism-hits-greens-stein/?? Great to meet so many champions for real democracy at last week's #VotingJustice conference in #Philly!pic.twitter.com/W34cB0tCjH"
11,Barack Obama,https://twitter.com/BarackObama,"Chuck Berry rolled over everyone who came before him ? and turned up everyone who came after.  We'll miss you, Chuck.  Be good. On International Women?s Day, @MichelleObama and I are inspired by all of you who embrace your power to drive change.https://twitter.com/obamafoundation/status/839584161442775040?? Courage comes in many forms. Who in your local community or neighborhood leads by example? #ProfileInCourage https://www.obama.org/your-voice/?pic.twitter.com/TgdEbdOIQh Humbled to be recognized by a family with a legacy of service. Who's your #ProfileInCourage? Tell me about them: https://www.obama.org/your-voice/?https://twitter.com/JFKLibrary/status/837318374233354248?? We asked. You answered.https://medium.com/@ObamaFoundation/we-asked-and-you-answered-26de78979a64?? Happy Valentine?s Day, @michelleobama! Almost 28 years with you, but it always feels new.pic.twitter.com/O0UhJWoqGN I read letters like these every single day. It was one of the best parts of the job ? hearing from you.https://nyti.ms/2jAhB2P? Add your voice: http://Obama.org?pic.twitter.com/Uf7oEvkZF3 In the meantime, I want to hear what you're thinking about the road ahead. So share your ideas with me here:http://Obama.org? Hi everybody! Back to the original handle. Is this thing still on? Michelle and I are off on a quick vacation, then we?ll get back to work. Tonight, President Obama reflects on eight years of progress. Watch the #FarewellAddress at 9 pm ET: http://ofa.bo/2iYYkWQ? #ObamaFarewell ""Thanks to the Affordable Care Act, your coverage is better today than it was before.""

Watch the weekly address: http://ofa.bo/2fG3Tv1? In the weekly address, President Obama discusses what #Obamacare has done to improve health care. http://ofa.bo/2ebbyAo? Let's keep working to keep our economy on a better, stronger course.pic.twitter.com/bV2BVjyj7a The landmark #ParisAgreement enters into force today?we must keep up the momentum to #ActOnClimate.http://ofa.bo/2fn8oHC? The economy added 161,000 jobs in October, and wages are up 2.8 percent over the past year. http://ofa.bo/2e8XF5N? #JobsReport There are a lot of plans out there. Check your options and lock in the one that's best for you: http://ofa.bo/2eZtYDp? #GetCovered The positive impact of #Obamacare is undeniable, but there's one big factor holding many states back: http://ofa.bo/2feEipF? It happened: @Cubs win World Series. That's change even this South Sider can believe in. Want to come to the White House before I leave? Tens of millions of Americans have benefited from #Obamacare. Make sure you're one of them. #GetCoveredpic.twitter.com/e1KoXcPtpU"
12,Joe Biden,https://twitter.com/JoeBiden,"From fighting cancer to changing the culture on domestic violence ? we?re just getting started. Join us:http://BidenFoundation.org? Jill and I -- and the whole Biden family -- wish everyone a very safe and happy St. Patrick?s Day. Like many other Irish Americans, I?m proud of my Irish heritage and of my family?s contributions to our nation. Last year I had the privilege of walking down the streets my great-great grandfather once walked, in County Louth, Ireland.pic.twitter.com/GsvB7DPCXk Today at #SxSW, we?re laying out how we?ll harness the momentum of the past year to make real progress.http://bidenfoundation.org/pillars/cancer-initiative/?? This fight is personal for Jill and me.  It?s personal for almost every American. Jill and I were honored to take the stage today at #SxSW. Join us in seizing the urgency of now to end cancer as we know it.pic.twitter.com/TemXB9baJQ Standing up for women is the cause of my life. We must change our culture to end violence against women #IWD2017https://www.youtube.com/watch?v=1MyXFYINQsA?? Congratulations @TomPerez - You will help ensure our party continues to fight for economic fairness and for all to be treated with dignity. Incredible performance from my friend @LadyGaga. You amaze me ? and not just onstage. Proud to work with you to end sexual assault. #ItsOnUspic.twitter.com/ZOva2lpAOZ Our tolerance and diversity make America great. We are safer and stronger when we welcome the brightest, best and bravest with open arms.pic.twitter.com/axggT3DRiZ We cannot yield an inch on all the progress we have made on civil rights and human rights. Now more than ever, we must work hard to preserve everyone's shot at the American Dream. Today Jill & I are proud to launch @BidenFoundation Folks, don't forget to stay in line! If you're in line when polls close, you're entitled to cast your ballot. http://pollingplaces.democrats.org?pic.twitter.com/LGkpzd7Ang There are world-class candidates running at all levels in this election. Vote down the line for Democrats who will keep us moving forward.pic.twitter.com/8Y5dX89QW7 We've come so far and all the progress we've made is at stake. You've got to vote. Bring a friend and get it done: http://IWillVote.com?pic.twitter.com/o3NyzpzUHj Vice President Biden on the importance of electing senators who will come together and work for every American: https://medium.com/to-the-left/today-lets-elect-a-senate-that-will-work-again-f9519f070cf1#.zatljwqhj??pic.twitter.com/HrdoPCf7iu 1. Make sure you know how to vote today: http://IWillVote.com?
2. Get on the phone and make sure others do, too: http://democrats.org/calls?pic.twitter.com/OOoJhZf6p1 ""Let's make history tomorrow. Let's send a signal to the rest of the world that America is still the brightest beacon of hope."" -VP Biden ""We're America! We don't scare easily... We never bow. We never bend. We never break."" -VP Biden with @timkaine   "
13,Bernie Sanders,https://twitter.com/SenSanders,"Our job: transform our energy system away from fossil fuels to protect the planet for our kids & grandkids?whether Trump likes it or not. I say to young people all over this country: Get involved in the political process. We need your energy. We need your idealism.pic.twitter.com/lVJ9PUy5gg If leaders of this country continue to reject science, then cities and states and towns will take steps to transform our energy system. Renewable energy is our future?and people in Vermont and across the country are already working to transform our energy system.pic.twitter.com/Cn0R5luzCM People are not truly free when they have no health care. People are not free if they can?t afford to live.https://twitter.com/nytopinion/status/843479186685804545?? The opioid epidemic is ravaging communities across America. We must focus on prevention, and we must focus on treatment.pic.twitter.com/28vikutPSq When workers rise up and stand together, there is nothing we cannot accomplish.http://tucson.com/news/local/supreme-court-affirms-arizona-s-higher-minimum-wage/article_b7c5a0f7-1ab5-57cb-a1b5-a3da180da7b2.html?? ?Access? to health care doesn?t mean a damn thing if you can?t afford it. It?s time to join the industrialized world and guarantee health care to all of our people.pic.twitter.com/UPjXzyz7dP Republicans claim to represent family values but plan to throw 24 million people off health insurance. That doesn?t seem like family values. We already have the largest defense budget in the world by far. We can't cut programs for seniors, children and working people to add to it.pic.twitter.com/2O6pWcvYKt We will not allow Republicans to punish the elderly, the children, the sick and the poor while they reward their billionaire friends. We should be a country where every veteran who defends this nation gets the health care they have earned and the respect they deserve.pic.twitter.com/XrcBa3aAV1 We?re not going backwards on women?s health care and women?s rights. No cuts to Planned Parenthood.http://www.rollingstone.com/politics/features/trumpcare-would-be-a-disaster-for-planned-parenthood-poor-women-w472133?? To the politicians who work to push down the vote by people who may vote against them I say: get another job.http://www.npr.org/sections/thetwo-way/2017/03/11/519839892/federal-court-rules-three-texas-congressional-districts-illegally-drawn?? Those of you who have gone to rallies or town meetings: keep showing up, keep calling Congress, continue to fight. Despair is not an option. Republicans want to throw millions more people off health care and raise premiums on low-income seniors. We can't let that happen.https://twitter.com/armandaviram/status/842427675213987840?? We have millions of people who are leaving school deeply in debt. It's time to make public colleges and universities tuition-free.https://twitter.com/armandaviram/status/842392592885129219?? Trump's priorities are exactly opposite of where we should be heading as a nation. At a time of massive inequality, we shouldn't slash programs for seniors, children and working people to increase military spending."
14,Hillary Clinton,https://twitter.com/HillaryClinton,"""To all the little girls watching...never doubt that you are valuable and powerful & deserving of every chance & opportunity in the world."" The intelligence community concluded the Russians will interfere again. This is why full investigation is important to country. Please stop. Throwback to #GLA17 w/ the honorable @HillaryClinton ""We are asking for equality and we will never, ever cease"" #TBThttps://youtu.be/7sP8DXQRboU? Things I learned today.https://twitter.com/philippereines/status/842762035574296577?? On #InternationalWomensDay I'm thinking about this young girl, & all the others like her out there. https://twitter.com/smlxist/status/838844842558046208?? Good message anytime, especially now. #EmbraceAmbitionhttps://twitter.com/toryburch/status/839132359287062528?? Warm welcome in Boston this morning.pic.twitter.com/mEswRa0VBE Thanks to Pres Johnson & the entire Wellesley community. And congrats to Wellesley's first NCAA crew champions, thanks for the warm welcome!pic.twitter.com/ZpbDpmRECP Trump's own @DHSgov confirmed this weekend that the ban doesn't enhance security.
But it foments fear & resentment.https://www.apnews.com/39f1f8e4ceed4a30a4570f693291c866/DHS-intel-report-disputes-threat-posed-by-travel-ban-nations?utm_campaign=SocialFlow&utm_source=Twitter&utm_medium=AP_Politics?? With threats & hate crimes on rise, we shouldn't have to tell @POTUS to do his part. He must step up & speak out.http://www.kansascity.com/news/local/crime/article134841774.html?? Congrats to @DNC chair @TomPerez & deputy @keithellison. Excited for strong, unified party standing for best of our country into the future. Let resistance plus persistence equal progress?here was my message to Democrats today.https://youtu.be/KNsTuvoNnaI? If you can't stand the heat, get out of the...Congress.https://kansascity.relaymedia.com/amp/opinion/editorials/article134098414.html?? JCC threats, cemetery desecration & online attacks are so troubling & they need to be stopped. Everyone must speak out, starting w/ @POTUS. If you're studying global health, or just want to feed your inner wonk, check out my wonderful daughter & @devisridhar's new book.https://twitter.com/oupacademic/status/832901233690058752?? Thanks to Isolde Fair & her classmates for this inspiring song. I'm with YOU. 
Watch:https://www.youtube.com/watch?v=XkS2Sl1klXQ?? Philippe's got his own way of saying things, but he has a point about the real consequences of fake news...https://twitter.com/philippereines/status/831356816609116160?? 3-0 ""She was warned. She was given an explanation. Nevertheless, she persisted.""

So must we all.https://www.youtube.com/watch?v=PBXYQGnABEc&feature=youtu.be?? I'm one of 100 million #SuperBowl fans that just went #Gaga for the Lady, & her message to all of us.https://twitter.com/usweekly/status/828412041060896770?? At 103, Ruline Steininger had an energy & vibrancy all should aspire to. My thoughts & prayers are w/ her family.pic.twitter.com/LQ1qozY3NH"
15,Robert Reich,https://twitter.com/RBReich,"We are dealing with possibly the most direct attack on American democracy in history.
http://www.politico.com/story/2017/03/adam-schiff-trump-twitter-wiretapping-russia-ties-236249??pic.twitter.com/gS7RfX7ANB Our democracy depends on anchors who have the courage to say things their media bosses don?t always want to hear.http://www.politico.com/blogs/on-media/2017/03/fox-news-no-evidence-trump-obama-wiretapping-236186?? Bankruptcy laws allow billionaire casino moguls like Trump to walk away from debts, but not people w/ student loans.https://www.washingtonpost.com/news/grade-point/wp/2017/03/17/trump-administration-rolls-back-protections-for-people-in-default-on-student-loans/?tid=sm_tw&utm_term=.a2236ef317b4?? Activism works. Here's a portion of an email I received this morning from a Kansas politician who left the Republican Party:pic.twitter.com/1uBSx0iO2Q I spent much of this week in DC ? talking w/ friends, former colleagues, pundits, and members of Congress in both parties. My verdict:pic.twitter.com/EIfe2Ck3rv No matter how low your opinion of Donald Trump and his cronies, somehow they still manage to surprise you.http://www.slate.com/articles/news_and_politics/politics/2017/03/a_top_trump_aide_has_been_strongly_linked_to_a_nazi_group.html?? The Senate Intel Committee says they see no indication President Obama ordered wiretapping of Trump Tower, so why is Trump standing by it?pic.twitter.com/JPs2Bhuhlj It seems like every day we discover more Russian connections. But we can't normalize this. Keep up the pressure for a special prosecutor.https://twitter.com/washingtonpost/status/842426017893515264?? The theme that unites all of Trump?s initiatives so far is their unnecessary cruelty. 
https://www.washingtonpost.com/news/wonk/wp/2017/03/16/if-youre-a-poor-person-in-america-trumps-budget-is-not-for-you/?utm_term=.07809b15f8c7??pic.twitter.com/XTszUokZKG Bottom line: Trump's Muslim travel ban is still in trouble. Thank god for our independent judiciary.https://www.washingtonpost.com/local/social-issues/lawyers-face-off-on-trump-travel-ban-in-md-court-wednesday-morning/2017/03/14/b2d24636-090c-11e7-93dc-00f9bdd74ed1_story.html?utm_term=.a767839ca249?? Never seen a GOP bill that so brazenly redistributes income from the needy to the wealthy on such a large scale.https://mobile.nytimes.com/2017/03/15/us/politics/obamacare-repeal-tax-cuts.html?referer=https://m.facebook.com/?? Trump's budget is all about helping corporations & the military-industrial complex, while shafting everyone else.http://www.newsweek.com/robert-reich-do-we-need-trump-big-business-big-military-budget-568191?? Inspiring piece on the resistance by Rebecca Solnit. I urge you to read it for sustenance.https://www.theguardian.com/world/2017/mar/13/protest-persist-hope-trump-activism-anti-nuclear-movement?? Have we sunk so low that we?re now normalizing explicitly racist, xenophobic comments by members of Congress?https://www.nytimes.com/aponline/2017/03/14/us/politics/ap-us-gop-congressman-islam.html?? Why is it Cong. King spews hate but Rs don't censure him, Sen. Warren reads a letter by Coretta Scott King about racism and Rs silence her? What are Trump's budget priorities, and why are they bonkers? Watch our newest video to find out (and please share).pic.twitter.com/diWdjz71kY We?re all safer when he plays golf than when he?s back in DC, so maybe the travel costs are a small price to pay. 
http://thehill.com/blogs/blog-briefing-room/news/323540-trump-makes-ninth-golf-course-visit-in-seven-weeks-in-office?? Trump is actively destroying the truth-telling institutions that our democracy depends on.http://www.newsweek.com/robert-reich-why-trump-trash-talking-our-democracy-567151?? Trump is delegitimizing the real press and legitimizing a group of people who report what he wants them to report.http://www.newyorker.com/magazine/2017/03/20/is-trump-trolling-the-white-house-press-corps?mbid=nl_170313_Daily&CNDID=49221241&spMailingID=10610432&spUserID=MTg0OTkxNzg0Nzg3S0&spJobID=1121040554&spReportId=MTEyMTA0MDU1NAS2?? .@RBReich on the GOP health care law: ""Under this Republican plan, people actually are going to be hurt""http://snpy.tv/2nnho2I?"
16,Justin Trudeau,https://twitter.com/JustinTrudeau,"Looking forward to wearing @PoppyBarley's on Wednesday - designed by two inspirational Canadian women. #Budget2017.pic.twitter.com/X7Mgqawu7P H?te de porter mes souliers @PoppyBarley mercredi ? con?us par deux Canadiennes inspirantes.  #Budget2017pic.twitter.com/uD9Uhclwsk On International Day of La Francophonie, we celebrate the French language & francophone culture:http://pm.gc.ca/eng/news/2017/03/20/statement-prime-minister-canada-international-day-la-francophonie?? En cette Journ?e internationale de la Francophonie, nous c?l?brons la langue fran?aise et la culture francophone :http://pm.gc.ca/fra/nouvelles/2017/03/20/declaration-du-premier-ministre-du-canada-loccasion-de-la-journee?? My best wishes for a healthy & prosperous new year to all those celebrating Nowruz!http://pm.gc.ca/eng/news/2017/03/20/statement-prime-minister-canada-nowruz?? J?offre tous mes v?ux de sant? et de prosp?rit? pour la nouvelle ann?e ? tous ceux qui c?l?brent Norouz!http://pm.gc.ca/fra/nouvelles/2017/03/20/declaration-du-premier-ministre-du-canada-loccasion-de-norouz?? Beautiful day in Montreal - great to be at the 194th St. Patrick's parade. Thanks to everyone who came out to celebrate today!pic.twitter.com/X9pIzAV5uf Splendide journ?e ? Montr?al. Heureux d?assister au 194e d?fil? de la Saint-Patrick. Merci ? tous ceux et celles qui sont venus c?l?brer!pic.twitter.com/X0rYelLjK1 Congratulations Maggie! Thanks for everything you do to help your students build stronger futures. #TeachersMatterhttps://twitter.com/teacherprize/status/843474725099749378?? F?licitations, Maggie! Merci pour tout ce que vous faites pour aider vos ?l?ves ? se b?tir un avenir plus radieux.https://twitter.com/teacherprize/status/843474725099749378?? Thanks, Twitter. In 140 or less, we?ll keep updating you on how we?re working hard for the middle class in 2017 and beyond.pic.twitter.com/YGTxBCFA2d Merci Twitter. Nous continuerons de vous dire ce que nous ferons pour la classe moyenne en 2017 et au-del?, et ce, en 140 caract. et moins.pic.twitter.com/AdnG2kaIcE Good luck to our @SpecialOCanada athletes competing in the Special Olympics World Winter Games in Austria! #SOTeamCanada17 Bonne chance ? nos athl?tes de l??quipe @SpecialOCanada aux Jeux Olympiques sp?ciaux mondiaux d?hiver de 2017 en Autriche! #?quipeOSCanada17 How are we helping young Canadians succeed? By making post-secondary education more affordable & accessible: http://bit.ly/2mc5SKs? Comment aidons-nous nos jeunes ? r?ussir? En rendant les ?tudes postsecondaires plus abordables et accessibles : http://bit.ly/2mEDs8d? More gold for @Alex_Harvey! This time on home snow in Quebec City. Keep gliding to victory & making us proud, Alex.https://twitter.com/cccski/status/842826811629338624?? Encore l?or pour @Alex_Harvey! Et, cette fois-ci, chez nous ? Qu?bec. Continue de filer vers la victoire et de faire notre fiert?, Alex.https://twitter.com/cccski/status/842826811629338624?? A heartfelt #StPatricksDay message from @SeamusORegan about opening our hearts to immigrants and refugees.pic.twitter.com/nGngt8UlDw Un message de @SeamusORegan qui vient du c?ur pour la Saint-Patrick nous invitant ? accueillir les immigrants et les r?fugi?s ? bras ouvertspic.twitter.com/TWQrwiA3R3"
17,Nate Silver,https://twitter.com/NateSilver538,"Good @perrybaconjr on where the House stands on a possible health care vote this week:http://53eig.ht/2nKI8ua? The U.S. Senate confirmation hearing of Supreme Court nominee Neil Gorsuch begins at 11 AM. Here's what to expect:http://53eig.ht/2n4SZAX? Even with No. 1 overall seed (Villanova) and Vegas favorite (Duke) out, nobody's even at 20% to win the tourney. http://53eig.ht/2lRxHYf?pic.twitter.com/sa2W8hSkKw #USA! #USA! #USA! #USA! ""Numbers are not concepts that come to people naturally and natively. Numbers are a creation of the human mind.?http://53eig.ht/2mx8FJt? Under the GOP health plan, an estimated 24 million people would lose health insurance by 2026. http://53eig.ht/2n2oT1y?pic.twitter.com/ea9y8FrzfX Have you heard the news? @NateSilver538 & Theo Epstein are keynoting at #DP17! Register today: http://domo.ly/2lKAHT9?pic.twitter.com/v4Uanni8Jj Today's games:

http://53eig.ht/2lRxHYf?
#marchmadnesspic.twitter.com/EoP9ijHt08 After stabilizing for several weeks, Trump approval ratings now getting worse again. We'll see if this continues... http://53eig.ht/2lYTN9X?pic.twitter.com/Cp7bUJeNpw Confused myself with the double negative and should have said ""hard to overstate"". But, yeah, this is not a popular piece of legislation. Hard to understate how unpopular the GOP's health care bill is.https://twitter.com/aedwardslevy/status/842869188595253248?? Our #MarchMadness in-game win probabilities are updating live. http://53eig.ht/2lRxHYf?pic.twitter.com/4xsH7pTayT Thank you, Mike! We are 3 years old in people years and 24 years old in media years.https://twitter.com/mWilstory/status/842738747057823744?? Shouldn't Penn State University be Penn *Commonwealth* University? Please don't @ me.pic.twitter.com/EGS9a8OUcS The Cubs won't lose the World Series for another 108 years.https://twitter.com/FiveThirtyEight/status/842426486418169856?? This is cool -->https://twitter.com/FiveThirtyEight/status/842410136337539072?? With that said, this is guesswork. We count about 16 firm ""no's"" right now with 22 needed to kill the bill.http://53eig.ht/2m423ap? 3 of 22 Republicans defected, a rate that would extrapolate to 32 GOP defections in the full House (killing the health care bill).https://twitter.com/sahilkapur/status/842382642305761282?? For context, Democrats lost 63 seats in the House in 2010 and Obamacare played a fairly clear role in that.http://53eig.ht/2n1Lqvg? When Obamacare passed in March 2010, it polled at 40% favor / 49% oppose (per RCP). That's bad, but GOP bill is less popular still."
18,NYT Politics,https://twitter.com/nytpolitics,"The Department of Homeland Security released a report naming places that refused to detain undocumented immigrants.http://nyti.ms/2mNmuVh? The FBI is investigating Russia's meddling in U.S. election and its links with Trump's campaign, FBI director said http://nyti.ms/2nL3o31?pic.twitter.com/Ix1uncuzz7 Why did Milo Yiannapoulos cite ""Pride and Prejudice""? A scholar investigates the ""alt-right Jane Austen"" http://nyti.ms/2nePgB8?pic.twitter.com/JTL7rRioPK The White House is tight-lipped on whether President Trump took time for golf over the weekend. http://nyti.ms/2nbRFfV?pic.twitter.com/zU3xAmyOJD Neil Gorsuch's role in the war on terror was questioned at his confirmation hearing. http://nyti.ms/2mIQAbA?pic.twitter.com/3WznyS5YQx Adam Lerrick's Treasury appointment underscores how Trump?s economic team is seeking to reverse Washington consensus http://nyti.ms/2nb1bQw?pic.twitter.com/vT9nT0AOLT Sen Bennet introducing fellow Coloradan Neil Gorsuch but won't commit to voting for him. Says he will keep an open mind on nomination. Does Meals on Wheels get results? Taking a look at the evidence. http://nyti.ms/2mHPlcI?pic.twitter.com/vSTnIFjoQS Comey says there were efforts by hackers to compromise voter registration rolls. Republicans used their questions to Comey as a way to criticize the news coverage about the Russia investigation. http://nyti.ms/2neWmWf?pic.twitter.com/wUdX3OgwRQ The cloud of a federal investigation of Russia ties could hang over the Trump administration for years. http://nyti.ms/2nDDJMR?pic.twitter.com/OUzXv8yuTE The race to get Neil Gorsuch to the Supreme Court in time to matter this term http://nyti.ms/2n6ErRb? by @adamliptakpic.twitter.com/4DhutcVIHx President Trump's continued accusations of wiretapping spark a renewed debate on privacy. http://nyti.ms/2npJH3k?pic.twitter.com/CfwCz34Cf9 ""The roads may not end up paved in gold, but we expect (Trump) to be out, shovel in hand."" http://nyti.ms/2n4L86a?pic.twitter.com/5buwyjhKeq Excerpts from the House intelligence committee hearing on Russia http://nyti.ms/2mML60d?pic.twitter.com/JDSgjYrqg8 Trey Gowdy asked if a series of people from the Obama administration had access to the leaked intel information http://nyti.ms/2nsegFq?pic.twitter.com/ijZy50ipMY ?I try very hard not to engage in any ?isms? of any kind, including McCarthyism,? James Comey said. http://nyti.ms/2mMCGG9?pic.twitter.com/ORzKYOgBOu President Trump has repeatedly criticized U.S. intelligence agencies, but to what end? http://nyti.ms/2nbM5tW?pic.twitter.com/jjV7UX8uOc President Trump is shifting more authority over military operations to the Pentagon, reversing a trend http://nyti.ms/2mI8ET1?pic.twitter.com/K37FAU58IT After saying committee once opposed FDR court-packing, Leahy says GOP senators are now ""guilty of their own un-packing scheme"" (Garland)"
19,CNN Politics,https://twitter.com/CNNPolitics,"Rep. Jackie Speier: President Trump ""owes President Obama an apology? http://cnn.it/2mkNYFy?http://snpy.tv/2nt9Fmv? The ""three-bucket"" strategy on health care that not everyone in Congress can believe in http://cnn.it/2mlXCb7?pic.twitter.com/l2qY0o149q Challenged on Trump's Mar-a-Lago trips and golf, Sean Spicer says it's a ""vast reach"" and ?presidents always travel"" http://cnn.it/2nDR0EW?pic.twitter.com/gPH356ULV0 Roger Stone says claims of Russian collusion in the 2016 US election are ""manufactured by the intelligence service"" http://cnn.it/2mmamhV?pic.twitter.com/2AVBGe6pRg President Trump's ninth grandchild is on the way http://cnn.it/2mlUSul?pic.twitter.com/agOkfek0Ut Rebuffed by FBI Director James Comey's testimony, President Trump's tweet teases a new theory http://cnn.it/2mNrKbn?pic.twitter.com/4oJ40iH1F2 Comey: ?We saw no efforts aimed at the vote itself? but there were efforts to penetrate voter registration rollshttp://snpy.tv/2nWPgmi? President Trump will visit Republicans as leaders put the final touches on the health care bill http://cnn.it/2mNhAYn?pic.twitter.com/e2YMTiEdA4 FBI Director James Comey: Russia ?hated? Hillary Clinton and ?wanted to harm her?http://snpy.tv/2n74xDy? Sean Spicer says he doesn?t think Roger Stone has spoken with President Trump anytime recentlyhttp://snpy.tv/2nsRKMK? Spicer: Secretary Tillerson sent a clear signal to North Korea that the US ""policy of strategic patience is over?http://snpy.tv/2mIA2QX? Democrats focus on Trump-Russia links while Republicans focus on Trump-Russia leaks http://cnn.it/2mN8L0A?pic.twitter.com/ECfb4A6APR Republicans count votes and put the final touches on the health care bill http://cnn.it/2mlCEsz?pic.twitter.com/1HuvLAuJtS Spicer: Comey refused to answer the question about whether he briefed Obama on Flynn's phone calls and activitieshttp://snpy.tv/2nDJnyf? The DHS issues its first ""detainer"" report http://cnn.it/2mlO2VF?pic.twitter.com/odBSSuslSp Astrophysicist Neil deGrasse Tyson goes supernova on President Trump's budget http://cnn.it/2mMSLfc?pic.twitter.com/cgf4iBc3Je Washington media veteran: President Trump has made journalism's mission clear http://cnn.it/2mly3qA?pic.twitter.com/b4i1q84Tkw FBI Director James Comey on Russia interfering in US elections: ""They'll be back""http://snpy.tv/2nWIY6d? Rep. Jackie Speier: Is Russia our adversary?
FBI director James Comey: Yes
NSA director Adm. Mike Rogers: Yeshttp://snpy.tv/2mIw3no? Comey: Any unauthorized disclosures of classified conversations or documents should be investigated and prosecutedhttp://snpy.tv/2n6DnfY?"
